KO_ID	P1	P2	P3	P4	I1	I2	I3	I4
K07649	6	36	30	17	32	32	12	7
K07650	0	1	1	1	0	0	0	0
K07651	1	7	7	5	13	3	3	0
K07652	0	0	1	1	0	2	0	0
K07653	0	11	11	9	12	9	4	2
K07654	0	1	2	5	6	4	0	0
K07655	2	2	3	4	3	2	1	0
K07656	0	5	1	1	1	0	1	0
K07657	20	193	132	124	201	137	55	23
K07658	28	221	172	146	251	187	71	27
K07659	6	60	37	28	39	24	9	3
K07660	2	39	21	23	39	35	20	3
K07661	1	17	7	11	9	6	3	2
K07662	5	31	21	20	33	31	13	2
K07663	0	8	0	3	3	6	2	1
K07664	4	35	25	23	45	32	13	5
K07665	17	185	100	110	166	128	59	16
K07666	7	56	35	34	44	32	20	2
K07667	23	200	132	126	169	137	59	23
K07668	12	110	85	82	131	94	35	17
K07669	6	54	20	29	52	29	9	1
K07670	4	27	24	26	34	37	6	6
K07671	0	5	4	1	4	0	1	0
K07672	0	0	1	4	3	1	1	0
K07673	2	11	6	5	4	8	4	1
K07674	2	12	10	7	11	8	3	1
K07675	10	39	40	31	45	31	13	7
K07676	0	0	0	0	0	0	0	0
K07677	0	0	0	0	0	1	0	0
K07678	0	6	1	0	2	0	0	0
K07679	3	19	21	14	16	12	5	1
K07680	0	1	0	0	0	1	0	0
K07681	0	7	1	1	3	1	1	0
K07682	0	0	0	0	0	0	0	0
K07683	1	3	2	0	0	2	0	0
K07684	9	67	62	53	100	74	32	9
K07685	2	14	15	12	17	17	10	0
K07686	5	75	54	38	78	85	43	8
K07687	0	0	0	1	0	0	0	0
K07688	0	0	0	0	0	0	0	0
K07689	11	114	81	59	112	113	57	10
K07690	0	4	1	2	5	3	1	0
K07691	2	66	49	29	57	63	33	17
K07692	5	42	35	31	56	48	25	5
K07693	0	13	11	14	11	14	8	2
K07694	2	67	52	31	58	63	33	17
K07695	1	12	6	9	9	4	1	0
K07696	0	7	5	8	5	7	1	0
K07697	1	5	4	3	8	6	2	2
K07698	0	0	0	0	2	2	0	0
K07699	0	0	1	1	2	0	0	1
K07700	2	0	2	2	1	0	1	0
K07701	2	0	2	2	1	0	1	0
K07702	2	0	0	0	0	0	0	0
K07703	2	0	0	0	0	0	0	0
K07704	13	112	76	46	78	61	31	9
K07705	12	120	98	74	113	106	48	14
K07706	0	0	0	0	0	0	0	0
K07707	0	0	0	0	0	0	0	0
K07708	2	46	49	28	47	41	19	2
K07709	0	19	19	4	19	8	13	0
K07710	2	53	60	27	52	40	23	3
K07711	8	38	26	28	36	27	18	4
K07712	11	129	78	55	101	98	26	8
K07713	15	135	105	76	127	99	42	17
K07714	16	172	109	70	155	127	55	17
K07715	3	16	10	5	10	8	6	0
K07716	8	54	72	56	74	54	20	6
K07717	0	0	0	0	2	1	0	0
K07718	0	2	0	1	0	1	1	0
K07719	0	0	0	0	0	0	0	0
K07720	3	16	11	11	16	15	9	0
K07732	0	0	0	0	0	0	1	0
K07748	0	0	0	0	0	0	0	0
K07750	0	0	0	0	0	0	0	0
K07751	6	23	16	15	15	16	12	3
K07753	0	0	0	0	0	0	0	0
K07758	0	0	0	0	0	0	0	0
K07763	0	0	0	0	0	0	0	0
K07765	0	0	0	0	0	0	0	0
K07768	0	4	1	1	3	1	0	0
K07769	0	1	0	0	0	0	0	0
K07770	0	0	0	0	0	0	0	0
K07771	4	28	14	8	23	21	12	0
K07772	3	10	3	5	10	6	3	2
K07773	0	5	0	0	0	2	0	0
K07774	4	33	24	16	26	27	14	2
K07775	2	18	19	15	19	9	7	2
K07776	7	53	37	43	73	41	18	11
K07777	2	1	2	7	3	0	0	0
K07778	0	13	12	12	9	12	4	2
K07779	0	0	0	0	0	0	0	0
K07780	0	0	0	0	0	0	0	0
K07781	0	0	0	0	0	0	0	0
K07782	2	9	4	4	4	6	2	0
K07783	14	85	61	37	77	77	31	11
K07784	1	0	0	0	0	0	0	0
K07785	0	0	0	0	0	0	0	0
K07786	0	0	1	0	0	0	0	0
K07787	9	125	74	65	113	111	50	11
K07788	8	102	64	53	91	78	41	5
K07789	9	90	59	51	83	67	35	4
K07790	1	4	5	2	1	2	0	0
K07792	1	10	8	2	4	7	2	2
K07793	4	37	21	17	29	17	13	3
K07794	0	4	7	5	6	4	3	0
K07795	1	22	15	12	13	13	9	1
K07796	0	0	0	0	0	0	0	0
K07797	0	0	0	1	0	0	1	0
K07798	5	37	17	15	25	20	16	1
K07799	13	126	76	57	111	103	47	5
K07800	0	0	0	0	0	0	0	0
K07801	0	0	0	0	0	0	0	0
K07803	0	7	2	0	4	2	2	0
K07804	2	0	0	0	0	0	0	0
K07805	0	0	0	0	0	0	0	0
K07806	2	36	28	20	28	16	4	0
K07808	0	0	0	0	0	0	0	0
K07809	0	0	0	0	0	0	0	0
K07810	3	7	6	8	6	8	4	2
K07811	0	1	0	0	3	2	1	0
K07813	0	0	0	0	0	0	0	0
K07816	0	0	0	0	1	1	0	1
K07817	0	0	0	0	0	0	0	0
K07818	0	0	0	0	0	0	0	0
K07819	0	0	0	0	0	0	0	0
K07820	0	0	0	0	0	0	0	0
K07823	0	26	14	16	26	19	5	1
K07824	0	0	0	0	0	0	0	0
K07825	0	0	0	0	0	0	0	0
K07826	0	0	0	0	0	0	0	0
K07827	0	0	0	0	0	0	0	0
K07828	0	0	0	0	0	0	0	0
K07829	0	0	0	0	0	0	0	0
K07830	0	0	0	0	0	0	0	0
K07831	0	0	0	0	0	0	0	0
K07834	0	0	0	0	0	0	0	0
K07835	0	0	0	0	0	0	0	0
K07836	0	0	0	0	0	0	0	0
K07860	0	0	0	0	0	0	0	0
K07861	0	0	0	0	0	0	0	0
K07863	0	0	0	0	0	0	0	0
K07868	0	0	0	0	0	0	0	0
K07873	0	0	0	0	0	0	0	0
K07879	0	0	0	0	0	0	0	0
K07884	0	0	0	0	0	0	0	0
K07886	0	0	0	0	0	0	0	0
K07887	0	0	0	0	0	0	0	0
K07888	0	0	0	0	0	0	0	0
K07889	0	0	0	0	0	0	0	0
K07891	0	0	0	0	0	0	0	0
K07892	0	0	0	0	0	0	0	0
K07897	0	0	0	0	0	0	0	0
K07898	0	0	0	0	0	0	0	0
K07899	0	0	0	0	0	0	0	0
K07900	0	0	0	0	0	0	0	0
K07901	0	1	1	0	0	0	0	0
K07904	0	0	0	0	0	0	0	0
K07905	0	0	0	0	0	0	0	0
K07936	0	2	0	0	0	0	0	0
K07937	0	0	0	0	0	0	0	0
K07941	0	0	0	0	0	0	0	0
K07953	0	0	0	0	0	0	0	0
K07964	0	5	1	1	6	4	3	0
K07965	0	0	0	0	0	0	0	0
K07966	0	0	0	0	0	0	0	0
K07967	0	0	0	0	0	0	0	0
K07968	0	0	0	0	0	0	0	0
K07969	0	0	0	0	0	0	0	0
K07970	0	0	0	0	0	0	0	0
K07971	0	0	0	0	0	0	0	0
K07972	0	0	0	0	0	0	0	0
K07973	0	0	0	0	0	0	0	0
K07980	0	0	0	0	0	0	0	0
K07981	0	0	0	0	0	0	0	0
K07982	0	0	0	0	0	0	0	0
K07983	0	0	0	0	0	0	0	0
K07984	0	0	0	0	0	0	0	0
K07985	0	0	0	0	0	0	0	0
K07986	0	0	0	0	0	0	0	0
K07987	0	0	0	0	0	0	0	0
K07988	0	0	0	0	0	0	0	0
K07989	0	0	0	0	0	0	0	0
K07990	0	0	0	0	0	0	0	0
K07992	0	0	0	0	0	0	0	0
K08007	0	0	0	0	0	0	0	0
K08008	0	0	0	0	0	0	0	0
K08009	0	0	0	0	0	0	0	0
K08010	0	0	0	0	0	0	0	0
K08011	0	0	0	0	0	0	0	0
K08012	0	0	0	0	0	0	0	0
K08013	0	0	0	0	0	0	0	0
K08014	0	0	0	0	0	0	0	0
K08015	0	0	0	0	0	0	0	0
K08016	0	0	0	0	0	0	0	0
K08018	0	0	0	0	0	0	0	0
K08021	0	0	0	0	0	0	1	0
K08022	0	0	0	0	0	0	1	0
K08024	0	0	0	0	0	0	0	0
K08025	0	0	0	0	0	0	0	0
K08026	1	10	3	4	4	1	2	0
K08027	0	0	0	0	0	0	0	0
K08028	0	0	0	0	0	0	0	0
K08029	0	0	0	0	0	0	0	0
K08030	0	0	0	0	0	0	0	0
K08031	0	0	0	0	0	0	0	0
K08032	0	0	0	0	0	0	0	0
K08033	0	0	0	0	0	0	0	0
K08034	0	0	0	0	0	0	0	0
K08035	0	0	0	0	0	0	0	0
K08036	0	0	0	0	0	0	0	0
K08037	0	0	0	0	0	0	0	0
K08038	0	0	0	0	0	0	0	0
K08039	0	0	0	0	0	0	0	0
K08040	0	0	0	0	0	0	0	0
K08041	0	0	0	0	0	0	0	0
K08042	0	0	0	0	0	0	0	0
K08043	0	34	0	0	0	0	0	0
K08044	0	0	0	0	0	0	0	0
K08045	0	0	0	0	0	0	0	0
K08046	0	0	0	0	0	0	0	0
K08047	0	0	0	0	0	0	0	0
K08048	0	0	0	0	0	0	0	0
K08049	0	0	0	0	0	0	0	0
K08050	0	0	0	0	0	0	0	0
K08052	0	0	0	0	0	0	0	0
K08053	0	0	0	0	0	0	0	0
K08054	0	0	0	0	0	0	0	0
K08055	0	0	0	0	0	0	0	0
K08056	0	0	0	0	0	0	0	0
K08057	0	0	0	0	0	0	0	0
K08058	0	0	0	0	0	0	0	0
K08059	0	0	0	0	0	0	0	0
K08060	0	0	0	0	0	0	0	0
K08061	0	0	0	0	0	0	0	0
K08062	0	0	0	0	0	0	0	0
K08063	0	0	0	0	0	0	0	0
K08064	0	0	0	0	0	0	0	0
K08065	0	0	0	0	0	0	0	0
K08066	0	0	0	0	0	0	0	0
K08067	0	0	0	0	0	0	0	0
K08069	0	0	0	0	0	0	0	0
K08074	0	0	0	0	0	0	0	0
K08080	0	2	0	0	0	1	0	0
K08081	2	28	16	22	18	21	17	6
K08082	6	44	22	14	20	15	9	2
K08083	2	14	9	10	5	12	2	3
K08089	0	0	0	0	0	0	0	0
K08090	0	0	0	0	0	0	0	0
K08091	0	0	0	0	0	0	0	0
K08092	2	6	2	4	10	6	0	0
K08093	0	0	0	0	2	0	0	0
K08094	0	0	0	0	2	2	0	0
K08096	0	0	0	0	0	0	1	0
K08097	2	7	2	3	5	3	3	0
K08098	0	0	0	0	0	0	0	0
K08099	0	0	0	0	0	0	0	0
K08100	2	17	13	13	16	8	7	2
K08101	0	0	0	0	0	0	0	0
K08102	0	0	0	0	0	0	0	0
K08103	0	0	0	0	0	0	0	0
K08104	0	0	0	0	0	0	0	0
K08105	0	0	0	0	0	0	0	0
K08106	0	0	0	0	0	0	0	0
K08114	0	0	0	0	0	0	0	0
K08131	0	0	0	0	0	0	0	0
K08132	0	0	0	0	0	0	0	0
K08133	0	0	0	0	0	0	0	0
K08135	0	0	0	0	0	0	0	0
K08139	0	10	8	6	6	9	1	2
K08143	0	0	0	1	0	0	0	0
K08155	0	0	0	0	0	0	0	0
K08171	0	0	0	0	0	0	0	0
K08187	0	0	0	0	0	0	0	0
K08198	0	0	0	0	0	0	0	0
K08204	0	0	0	0	0	0	0	0
K08205	0	0	0	0	0	0	0	0
K08232	0	0	0	0	0	0	0	0
K08233	0	0	0	0	0	0	0	0
K08239	0	0	0	0	1	0	0	0
K08241	0	0	0	0	0	0	0	0
K08242	0	0	0	0	0	0	0	0
K08243	0	0	0	0	0	0	0	0
K08246	0	0	0	0	0	0	0	0
K08247	0	0	0	0	0	1	0	0
K08248	0	0	0	0	0	0	0	0
K08249	0	0	0	0	0	0	0	0
K08260	0	0	0	0	0	0	0	0
K08261	1	27	18	23	26	33	12	2
K08262	0	0	0	0	0	0	0	0
K08264	0	0	0	0	0	0	0	0
K08265	0	0	0	0	0	0	0	0
K08266	0	0	0	0	0	0	0	0
K08267	0	0	0	0	0	0	0	0
K08268	0	0	0	0	0	0	0	0
K08269	0	2	2	2	2	2	2	0
K08270	0	0	0	0	0	0	0	0
K08271	0	0	0	0	0	0	0	0
K08272	0	0	0	0	0	0	0	0
K08273	0	0	0	0	0	0	0	0
K08281	3	28	15	15	18	14	6	3
K08285	0	0	0	0	0	0	0	0
K08288	0	0	0	0	0	0	0	0
K08289	6	10	10	8	12	6	0	0
K08291	0	0	0	0	0	0	0	0
K08294	0	0	0	0	0	0	0	0
K08295	1	11	8	4	14	9	3	1
K08300	6	68	45	37	59	43	27	3
K08302	2	8	6	5	6	5	1	1
K08303	3	7	4	0	3	5	0	0
K08311	2	18	14	15	15	14	7	0
K08312	0	1	4	1	2	1	1	1
K08327	0	0	0	0	0	0	0	0
K08328	0	0	0	0	0	0	0	0
K08329	0	0	0	0	0	0	0	0
K08330	0	0	0	0	0	0	0	0
K08331	0	0	0	0	0	0	0	0
K08332	0	0	0	0	0	0	0	0
K08333	0	0	0	0	0	0	0	0
K08334	0	0	0	0	0	0	0	0
K08335	0	0	0	0	0	0	0	0
K08336	0	0	0	0	0	0	0	0
K08337	0	0	0	0	0	0	0	0
K08338	0	0	0	0	0	0	0	0
K08339	0	0	0	0	0	0	0	0
K08340	0	0	0	0	0	0	0	0
K08341	0	0	0	0	0	0	0	0
K08342	0	0	0	0	0	0	0	0
K08343	0	0	0	0	0	0	0	0
K08345	0	0	0	0	0	0	0	0
K08346	0	0	0	0	0	0	0	0
K08347	0	0	0	0	0	0	0	0
K08348	15	120	93	99	129	123	39	21
K08349	3	30	27	18	45	27	6	6
K08350	6	30	27	21	42	27	9	6
K08357	0	4	4	5	6	4	2	2
K08358	1	6	8	10	11	9	5	2
K08359	0	3	3	3	3	5	2	0
K08361	0	0	0	0	0	0	0	0
K08362	0	0	0	0	0	0	0	0
K08367	0	0	0	0	0	0	0	0
K08370	0	0	0	0	0	0	0	0
K08372	9	93	62	61	86	75	37	6
K08374	0	0	0	0	0	0	0	0
K08375	0	0	0	0	0	0	0	0
K08377	0	0	0	0	0	0	0	0
K08386	0	0	0	0	0	0	0	0
K08387	0	0	0	0	0	0	0	0
K08388	0	0	0	0	0	0	0	0
K08447	0	0	0	0	0	0	0	0
K08448	0	0	0	0	0	0	0	0
K08449	0	0	0	0	0	0	0	0
K08474	0	0	0	0	0	0	0	0
K08475	0	0	0	0	0	0	0	0
K08476	0	0	0	0	0	0	0	0
K08477	0	0	0	0	0	0	0	0
K08478	0	0	1	0	0	0	0	0
K08479	0	0	1	0	0	1	0	0
K08483	6	41	29	15	34	21	12	2
K08484	3	7	6	10	9	6	3	3
K08485	4	28	17	14	15	13	12	1
K08486	0	0	0	0	0	0	0	0
K08487	0	0	0	0	0	0	0	0
K08488	0	0	0	0	0	0	0	0
K08489	0	0	0	0	0	0	0	0
K08490	0	0	0	0	0	0	0	0
K08491	0	0	0	0	0	0	0	0
K08492	0	0	0	0	0	0	0	0
K08493	0	0	0	0	0	0	0	0
K08495	0	0	0	0	0	0	0	0
K08496	0	0	0	0	0	0	0	0
K08497	0	0	0	0	0	0	0	0
K08498	0	0	0	0	0	0	0	0
K08499	0	0	0	0	0	0	0	0
K08500	0	0	0	0	0	0	0	0
K08501	0	0	0	0	0	0	0	0
K08502	0	0	0	0	0	0	0	0
K08503	0	0	0	0	0	0	0	0
K08504	0	0	0	0	0	0	0	0
K08505	0	0	0	0	0	0	0	0
K08506	0	0	0	0	0	0	0	0
K08507	0	0	0	0	0	0	0	0
K08508	0	0	0	0	0	0	0	0
K08509	0	0	0	0	0	0	0	0
K08510	0	0	0	0	0	0	0	0
K08512	0	0	0	0	0	0	0	0
K08513	0	0	0	0	0	0	0	0
K08514	0	0	0	0	0	0	0	0
K08515	0	0	0	0	0	0	0	0
K08516	0	0	0	0	0	0	0	0
K08517	0	0	0	0	0	0	0	0
K08521	0	0	0	0	0	0	0	0
K08522	0	0	0	0	0	0	0	0
K08523	0	0	0	0	0	0	0	0
K08524	0	0	0	0	0	0	0	0
K08525	0	0	0	0	0	0	0	0
K08526	0	0	0	0	0	0	0	0
K08527	0	0	0	0	0	0	0	0
K08528	0	0	0	0	0	0	0	0
K08530	0	0	0	0	0	0	0	0
K08532	0	0	0	0	0	0	0	0
K08533	0	0	0	0	0	0	0	0
K08534	0	0	0	0	0	0	0	0
K08536	0	0	0	0	0	0	0	0
K08537	0	0	0	0	0	0	0	0
K08539	0	0	0	0	0	0	0	0
K08550	0	0	0	0	0	0	0	0
K08555	0	0	0	0	0	0	0	0
K08556	0	0	0	0	0	0	0	0
K08557	0	0	0	0	0	0	0	0
K08563	0	0	0	0	0	0	0	0
K08565	0	0	0	0	0	0	0	0
K08568	0	0	0	0	0	0	0	0
K08569	0	0	0	0	0	0	0	0
K08570	0	0	0	0	0	0	0	0
K08571	0	0	0	0	0	0	0	0
K08591	12	104	82	66	108	74	28	8
K08601	0	0	0	0	0	0	0	0
K08604	0	4	2	0	6	8	4	0
K08606	0	0	0	0	0	0	0	0
K08645	0	0	0	0	0	0	0	0
K08653	0	2	0	0	1	0	0	0
K08669	0	0	0	0	0	0	0	0
K08678	24	100	74	52	102	94	48	18
K08679	10	88	58	60	62	48	18	14
K08680	3	13	8	8	8	6	9	0
K08681	2	17	11	17	15	14	11	4
K08682	0	3	2	1	3	3	0	1
K08683	0	0	0	0	0	0	0	0
K08684	0	0	0	0	0	0	0	0
K08685	0	3	2	3	1	5	0	0
K08686	0	0	0	0	0	0	0	0
K08687	0	0	1	2	1	0	3	0
K08688	22	86	64	68	78	86	44	18
K08689	0	1	3	1	1	3	0	1
K08690	2	1	2	1	1	2	0	0
K08691	12	76	36	40	68	32	20	0
K08692	6	58	48	36	60	52	30	4
K08693	2	12	6	2	4	0	0	0
K08694	0	0	0	0	0	0	0	0
K08695	0	0	0	0	0	0	0	0
K08710	0	0	0	0	0	0	0	0
K08711	0	0	0	0	0	0	0	0
K08712	0	0	0	0	0	0	0	0
K08718	0	0	0	0	0	0	0	0
K08720	0	0	0	0	6	2	0	0
K08722	3	0	3	0	0	0	0	0
K08723	6	6	9	18	12	15	3	6
K08724	8	49	35	36	50	31	14	5
K08725	0	0	0	0	0	0	0	0
K08726	0	0	0	0	0	0	0	0
K08727	0	0	0	0	0	0	0	0
K08728	0	2	0	1	2	1	1	2
K08729	0	0	0	0	0	0	0	0
K08730	0	0	0	0	0	0	0	0
K08731	0	0	0	0	0	0	0	0
K08732	0	0	0	0	0	0	0	0
K08733	0	0	0	0	0	0	0	0
K08734	0	0	0	0	0	0	0	0
K08735	0	0	0	0	0	0	0	0
K08736	0	0	0	0	0	0	0	0
K08737	0	0	0	0	0	0	0	0
K08738	77	1166	704	473	902	539	363	66
K08739	0	0	0	0	0	0	0	0
K08743	0	0	0	0	0	0	0	0
K08744	8	100	60	55	96	65	34	15
K08745	0	0	0	0	0	0	0	0
K08746	0	0	0	0	0	0	0	0
K08748	0	0	0	0	0	0	0	0
K08749	0	0	0	0	0	0	0	0
K08750	0	0	0	0	0	0	0	0
K08751	0	0	0	0	0	0	0	0
K08752	0	0	0	0	0	0	0	0
K08753	0	0	0	0	0	0	0	0
K08754	0	0	0	0	0	0	0	0
K08755	0	0	0	0	0	0	0	0
K08756	0	0	0	0	0	0	0	0
K08757	0	0	0	0	0	0	0	0
K08758	0	0	0	0	0	0	0	0
K08759	0	0	0	0	0	0	0	0
K08760	0	0	0	0	0	0	0	0
K08761	0	0	0	0	0	0	0	0
K08762	0	0	0	0	0	0	0	0
K08763	0	0	0	0	0	0	0	0
K08764	0	0	0	0	0	0	0	0
K08765	0	0	0	0	0	0	0	0
K08766	0	0	0	0	0	0	0	0
K08767	0	0	0	0	0	0	0	0
K08768	0	0	0	0	0	0	0	0
K08769	0	0	0	0	0	0	0	0
K08770	0	0	0	0	0	1	0	0
K08771	0	1	0	0	1	0	0	0
K08773	0	0	0	0	2	0	0	0
K08774	0	0	0	0	0	0	0	0
K08775	0	0	0	0	0	0	0	0
K08779	0	0	0	0	0	0	0	0
K08780	0	0	0	0	0	0	0	0
K08803	0	0	0	0	0	0	0	0
K08806	0	0	0	0	0	0	0	0
K08822	0	0	0	0	0	0	0	0
K08834	0	0	0	0	0	0	0	0
K08836	0	0	0	0	0	0	0	0
K08844	0	0	0	0	0	0	0	0
K08845	0	0	0	0	0	0	0	0
K08846	0	0	0	0	0	0	0	0
K08847	0	0	0	0	0	0	0	0
K08852	0	4	2	0	0	2	0	0
K08860	0	0	0	0	0	0	0	0
K08866	0	0	0	0	2	2	0	0
K08873	0	0	0	0	0	0	0	0
K08878	0	0	0	0	0	0	0	0
K08887	0	0	0	0	0	0	0	0
K08891	0	0	0	0	0	0	0	0
K08893	0	0	0	0	0	0	0	0
K08901	0	0	0	0	0	0	0	0
K08902	0	0	0	0	0	0	0	0
K08903	0	0	0	0	0	0	0	0
K08904	0	0	0	0	0	0	0	0
K08905	0	0	0	0	0	0	0	0
K08906	1	15	16	8	10	10	7	3
K08907	0	0	0	0	0	0	0	0
K08908	0	0	0	0	0	0	0	0
K08909	0	0	0	0	0	0	0	0
K08910	0	0	0	0	0	0	0	0
K08911	0	0	0	0	0	0	0	0
K08912	0	0	0	0	0	0	0	0
K08913	0	0	0	0	0	0	0	0
K08914	0	0	0	0	0	0	0	0
K08915	0	0	0	0	0	0	0	0
K08916	0	0	0	0	0	0	0	0
K08917	0	0	0	0	0	0	0	0
K08957	0	0	0	0	0	0	0	0
K08958	0	0	0	0	0	0	0	0
K08959	0	0	0	0	0	0	0	0
K08960	0	0	0	0	0	0	0	0
K08963	5	39	36	26	39	33	16	5
K08964	1	12	6	4	8	9	1	1
K08965	0	6	5	6	7	5	3	1
K08966	1	6	3	3	4	3	2	0
K08967	1	10	5	0	7	6	1	0
K08968	0	0	0	0	0	0	0	0
K08969	0	5	5	5	5	3	4	1
K08991	0	0	0	0	0	0	0	0
K09011	4	10	10	11	14	5	3	2
K09025	0	0	0	0	0	0	0	0
K09026	0	0	0	0	0	0	0	0
K09027	0	0	0	0	0	0	0	0
K09028	0	0	0	0	0	0	0	0
K09029	0	0	0	0	0	0	0	0
K09030	0	0	0	0	0	0	0	0
K09047	0	0	0	0	0	0	0	0
K09048	0	0	0	0	0	0	0	0
K09049	0	0	0	0	0	0	0	0
K09054	0	0	0	0	0	0	0	0
K09055	0	0	0	0	0	0	0	0
K09057	0	0	0	0	0	0	0	0
K09065	4	33	22	25	33	32	17	3
K09095	0	0	0	0	0	0	0	0
K09097	0	0	0	0	0	0	0	0
K09175	0	0	0	0	0	0	0	0
K09202	0	0	0	0	0	0	0	0
K09203	0	0	0	0	0	0	0	0
K09222	0	0	0	0	0	1	0	0
K09235	0	0	0	0	0	0	0	0
K09243	0	0	0	0	0	0	0	0
K09251	3	21	7	16	20	12	9	3
K09253	0	0	0	0	0	0	0	0
K09288	0	0	0	0	0	0	0	0
K09289	0	0	0	0	0	0	0	0
K09290	0	0	0	0	0	0	0	0
K09291	0	4	4	0	0	0	0	0
K09292	0	0	0	0	0	0	0	0
K09293	0	0	0	0	0	0	0	0
K09348	0	0	0	0	0	0	0	0
K09358	0	0	0	0	0	0	0	0
K09359	0	0	0	0	0	0	0	0
K09389	0	0	0	0	0	0	0	0
K09392	1	0	0	0	0	0	1	0
K09408	0	0	0	0	0	0	0	0
K09438	0	0	0	0	0	0	0	0
K09444	0	0	0	0	0	0	0	0
K09446	0	0	0	0	0	0	0	0
K09447	0	0	0	0	0	0	0	0
K09450	0	0	0	0	0	0	0	0
K09455	0	0	0	0	0	0	0	0
K09458	13	157	121	95	128	115	47	18
K09459	1	22	16	15	21	16	11	2
K09460	0	0	0	0	0	0	0	0
K09461	5	32	18	26	32	24	14	4
K09468	0	0	0	0	0	0	0	0
K09470	0	2	1	0	0	1	0	0
K09471	1	19	17	16	31	30	11	2
K09472	3	13	8	6	11	12	4	0
K09473	2	8	6	4	9	6	2	2
K09474	0	12	12	12	9	18	0	3
K09475	2	0	0	0	0	0	0	0
K09476	2	1	2	1	3	3	1	0
K09477	0	3	3	0	2	2	2	0
K09478	6	62	44	30	62	44	14	8
K09479	0	0	0	0	0	0	0	0
K09480	0	0	0	0	0	0	0	0
K09481	0	0	0	0	0	0	0	0
K09482	1	0	0	0	0	0	0	0
K09483	0	0	1	1	0	0	0	0
K09484	0	0	0	0	0	0	0	0
K09485	0	0	0	0	0	0	0	0
K09486	0	0	0	0	0	0	0	0
K09487	0	0	0	0	0	0	0	0
K09489	0	0	0	0	0	0	0	0
K09490	0	0	0	0	0	0	0	0
K09502	0	1	0	0	0	0	0	0
K09503	0	1	0	0	0	1	0	0
K09507	0	0	0	0	0	0	0	0
K09508	0	0	0	0	0	0	0	0
K09516	0	5	3	1	4	3	3	1
K09517	0	0	0	0	0	0	0	0
K09518	0	0	0	0	0	0	0	0
K09521	0	0	0	0	0	0	0	0
K09523	1	2	3	0	1	0	0	0
K09525	0	0	0	0	0	0	0	0
K09526	0	0	0	0	0	0	0	0
K09530	0	0	0	0	0	0	0	0
K09540	0	0	0	0	0	0	0	0
K09541	0	0	0	0	0	0	0	0
K09542	0	0	0	0	0	0	0	0
K09553	0	0	0	0	0	0	0	0
K09555	0	0	0	0	0	0	0	0
K09556	0	0	0	0	0	0	0	0
K09561	0	0	0	0	0	0	0	0
K09562	0	0	0	0	0	0	0	0
K09564	0	0	0	0	0	0	0	0
K09565	0	8	11	10	11	10	6	1
K09567	0	0	0	0	0	0	0	0
K09578	0	0	0	0	0	0	0	0
K09580	0	0	0	0	0	0	0	0
K09582	0	0	0	0	0	0	0	0
K09584	0	5	2	3	3	1	0	0
K09586	0	0	0	0	0	0	0	0
K09587	0	0	0	0	0	0	0	0
K09588	0	0	0	0	0	0	0	0
K09589	0	0	0	0	0	0	0	0
K09590	0	0	0	0	0	0	0	0
K09591	0	1	1	0	1	0	0	0
K09592	0	0	0	0	0	0	0	0
K09593	0	0	0	0	0	0	0	0
K09594	0	0	0	0	0	0	0	0
K09599	0	0	0	0	0	0	0	0
K09600	0	0	0	0	0	0	0	0
K09632	0	2	0	0	0	0	0	0
K09647	0	0	0	0	0	0	0	0
K09648	0	0	0	0	0	0	1	0
K09653	0	0	0	0	0	0	0	0
K09656	0	0	0	0	0	0	0	0
K09657	0	0	0	0	0	0	0	0
K09658	0	0	0	0	0	0	0	0
K09659	0	0	0	0	0	0	0	0
K09661	0	0	0	0	0	0	0	0
K09662	0	0	0	0	0	0	0	0
K09663	0	0	0	0	0	0	0	0
K09664	0	0	0	0	0	0	0	0
K09666	0	0	0	0	0	0	0	0
K09667	0	4	4	4	3	5	3	1
K09671	0	0	0	0	0	0	0	0
K09672	0	0	0	0	0	0	0	0
K09673	0	0	0	0	0	0	0	0
K09674	0	0	0	0	0	0	0	0
K09680	0	2	1	0	0	0	1	0
K09686	0	0	0	0	0	0	0	0
K09687	0	0	0	0	0	0	0	0
K09688	0	0	2	2	1	0	1	0
K09689	0	5	2	3	2	2	2	0
K09690	7	68	48	37	59	36	21	9
K09691	8	67	60	41	54	39	24	11
K09692	4	24	23	16	22	11	4	2
K09693	1	19	14	9	14	9	8	3
K09694	2	30	17	17	23	9	11	0
K09695	2	30	14	18	32	12	8	4
K09696	2	42	26	22	34	30	4	2
K09697	2	42	24	18	36	30	10	0
K09698	7	76	48	51	68	52	23	4
K09699	8	78	47	44	53	45	15	5
K09708	0	0	0	0	0	0	0	0
K09709	0	9	5	9	10	4	3	0
K09722	1	0	0	0	0	0	0	0
K09753	0	0	0	0	0	0	0	0
K09754	0	0	0	0	0	0	0	0
K09755	0	0	0	0	0	0	0	0
K09756	0	0	0	0	0	0	0	0
K09757	0	0	0	0	0	0	0	0
K09758	0	6	8	4	6	4	0	0
K09759	0	0	0	0	1	0	0	0
K09782	0	0	0	0	0	0	0	0
K09783	0	0	0	0	0	0	0	0
K09784	0	0	0	0	0	0	0	0
K09808	2	66	44	35	56	42	17	5
K09810	4	98	56	50	78	56	27	7
K09811	11	58	54	50	60	37	19	3
K09812	6	30	27	28	34	20	10	2
