"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"ADD93417.1|CE11",0,0,1,0,2,0,1,0
"ADE01341.1|PL1",0,1,0,0,1,0,0,0
"ADE01485.1|CBM0|CBM16",0,0,1,2,2,1,1,1
"ADE04998.1|GT2",0,0,0,0,0,1,1,0
"ADE10841.1|GT41",1,1,4,1,4,1,5,1
"ADE10852.1|GT41",2,8,7,5,10,13,6,8
"ADE10984.1|GH23",0,0,0,1,0,0,0,0
"ADE11524.1|GH3",0,0,0,0,0,0,1,0
"ADE11605.1|GT83",0,2,3,2,2,1,0,2
"ADE12206.1|CBM50|GH23",0,1,0,0,0,0,0,1
"ADE12328.1|GT9",1,0,0,1,1,0,0,1
"ADE12438.1|GT41",0,1,1,1,1,1,0,2
"ADE12692.1|GT4",0,2,0,0,0,0,0,0
"ADE12748.1|GT20",0,2,0,0,3,0,2,0
"ADE12750.1|GH15",0,0,0,0,0,0,1,0
"ADE13104.1|GT2",0,1,1,1,1,1,1,1
"ADE13115.1|GT10",0,0,1,0,0,0,1,1
"ADE13315.1|GT5",0,1,1,0,1,1,0,1
"ADE13557.1|CBM50|GH23",0,2,2,0,0,0,2,0
"ADE13880.1|GT4",0,1,0,1,0,1,0,0
"ADE14168.1|GH24",2,0,0,0,0,0,0,0
"ADE14405.1|CBM48|GH13_11",0,0,1,1,2,2,1,1
"ADE15575.1|GH13_3",1,7,2,1,5,4,4,5
"ADE15576.1|GH13_16",0,0,0,0,1,1,1,0
"ADE15650.1|GT4",0,0,0,0,0,1,0,0
"ADE15675.1|GT2",0,1,0,2,3,4,3,3
"ADE15911.1|GH13",1,0,0,0,0,0,0,0
"ADE15912.1|GH15",0,0,0,3,2,0,1,1
"ADE16148.1|GT35",0,0,0,0,1,0,1,0
"ADE16233.1|GH65",0,0,1,1,0,0,0,1
"ADE16281.1|GT4",0,0,0,0,0,0,1,0
"ADE16286.1|GT4",0,0,0,0,1,0,0,0
"ADE16352.1|GT4",1,1,1,1,1,1,0,1
"ADE16368.1|GT2",1,2,2,0,4,2,4,1
"ADE16369.1|GT2",1,2,2,0,2,1,3,1
"ADE16654.1|GT2|GT4",0,1,0,0,0,0,1,0
"ADE16692.1|GT2",1,2,0,0,0,0,0,0
"ADE16951.1|GT4",0,0,0,0,1,0,0,0
"ADE22324.1|CBM14",1,3,3,2,4,1,2,4
"ADE39619.1|CE4",0,0,1,0,0,0,0,0
"ADE40683.1|GT4",0,6,3,4,5,4,6,3
"ADE53100.1|GH16",1,0,0,0,0,0,0,0
"ADE53474.1|GH105",0,0,0,0,0,0,1,0
"ADE53531.1|GH29",0,1,0,0,0,0,0,0
"ADE53659.1|CBM6|GH16",0,0,0,0,1,0,1,0
"ADE53835.1|GH105",1,1,0,0,0,0,0,0
"ADE54273.1|CBM6|GH86",0,1,1,0,2,2,0,0
"ADE55221.1|GT2",0,3,1,1,2,0,0,1
"ADE55568.1|GT2",0,1,0,0,0,0,0,0
"ADE56393.1|GT4",2,10,3,6,9,11,10,4
"ADE67533.1|CBM50",15,28,21,16,33,19,27,30
"ADE69987.1|CBM50",0,1,0,0,0,2,0,1
"ADE70163.1|CBM50",0,0,0,1,0,0,0,0
"ADE82554.1|CE7",0,1,0,0,0,0,0,0
"ADE82670.1|CE8",0,1,0,0,0,0,0,0
"ADE82754.1|GT2",4,12,8,7,17,10,12,9
"ADE82894.1|GH105|GH28",0,0,2,0,0,0,0,0
"ADE83932.1|GT2|GT4",5,7,5,4,3,9,11,9
"ADE84846.1|GT0|GT2",0,0,0,0,0,0,1,0
"ADE84994.1|GT2",0,0,0,0,0,0,1,0
"ADE85926.1|GT2",0,0,0,1,2,0,0,0
"ADE86165.1|GT2",2,8,4,2,4,4,4,6
"ADE86343.1|CE4",0,1,0,0,0,1,1,1
"ADE87168.1|CE9",0,0,0,1,0,1,0,0
"ADF37364.1|CBM50",11,39,26,17,30,29,28,33
"ADF38840.1|CE4",0,0,0,0,0,1,0,0
"ADF39834.1|CBM50",0,0,0,0,0,1,0,0
"ADF50720.1|CE1",0,1,0,0,1,2,0,0
"ADF51390.1|GT2",1,6,6,2,8,4,4,4
"ADF53787.1|CE1|GH26",0,0,0,0,1,0,0,0
"ADF59701.1|GT9",1,0,0,0,0,0,0,0
"ADF60920.1|GT41",0,0,0,0,1,0,1,1
"ADG04808.1|CBM50",1,1,0,0,0,0,0,0
"ADG05355.1|GH23",0,1,0,0,0,0,0,0
"ADG05764.1|CBM50",0,1,0,0,0,0,1,0
"ADG05921.1|GT4",1,0,0,0,0,0,0,0
"ADG07755.1|GT2",0,0,1,2,1,0,0,0
"ADG09292.1|GT4",0,0,0,0,0,0,1,0
"ADG09297.1|GH47",0,0,0,0,1,0,0,2
"ADG10258.1|GH78",1,0,0,0,0,0,0,0
"ADG10311.1|GH29",0,0,0,0,0,0,1,0
"ADG10516.1|GH5_25",0,1,0,1,1,0,1,1
"ADG10723.1|CE0",18,41,31,31,53,40,47,38
"ADG11575.1|GH115",0,0,0,0,0,0,1,0
"ADG12399.1|GH65",1,0,1,2,3,0,0,0
"ADG13066.1|GT2",0,0,0,0,0,0,1,0
"ADG15155.1|GT2",0,0,0,0,1,0,0,0
"ADG15333.1|GT35",0,0,0,0,0,0,1,0
"ADG15676.1|GH23",0,1,1,1,1,1,1,1
"ADG17111.1|GT41",1,1,0,0,0,0,0,0
"ADG18675.1|GH3",0,1,1,1,0,0,1,1
"ADG19017.1|GT2",0,0,0,1,0,0,0,0
"ADG19407.1|GT4",0,0,0,1,0,0,0,0
"ADG20150.1|GH10",0,1,0,0,0,0,1,0
"ADG20221.1|GT4",0,0,0,0,0,0,1,0
"ADG29735.1|GT41",0,2,0,0,2,1,0,1
"ADG30890.1|GT2",0,2,1,1,1,2,2,0
"ADG30894.1|CE4",0,0,0,0,1,0,0,0
"ADG45290.1|CE14",1,1,1,2,0,1,1,1
"ADG65882.1|CBM51|GH0",1,5,5,4,10,10,10,7
"ADG65890.1|GH0",0,0,0,0,0,0,1,0
"ADG65964.1|GH0",0,0,0,0,2,0,0,0
"ADG66204.1|CBM47",0,0,0,0,0,1,0,1
"ADG66282.1|GT83",0,1,0,0,1,1,0,1
"ADG66895.1|GT2",0,1,3,3,2,2,5,2
"ADG67042.1|GH0",0,0,1,0,0,0,0,0
"ADG67749.1|GH57",0,0,1,0,0,0,2,0
"ADG67787.1|CBM32",0,2,2,2,2,4,2,1
"ADG67937.1|GT31",0,0,0,0,0,1,0,0
"ADG68348.1|GT0",0,0,0,0,0,1,0,0
"ADG69043.1|CBM47",0,1,0,0,1,0,0,0
"ADG69689.1|GT2",0,0,0,0,0,0,1,0
"ADG69971.1|GT4",0,1,0,0,1,1,0,1
"ADG70601.1|CE9",0,2,0,0,0,0,0,0
"ADG71028.1|CE11",6,17,14,12,22,18,29,25
"ADG72936.1|CBM2|CBM3|GH9",0,0,0,0,0,0,0,1
"ADG73165.1|CBM2|GH11",0,0,0,0,0,0,0,1
"ADG73234.1|AA10|CBM2",0,1,0,1,0,0,0,1
"ADG73294.1|GT2",0,0,0,0,0,0,0,1
"ADG73300.1|CBM13|CE3",0,0,0,0,0,1,0,0
"ADG73551.1|CBM22|CBM9|GH10",0,0,0,1,0,0,0,0
"ADG73796.1|GT4",0,0,0,0,0,0,1,1
"ADG73935.1|CBM2",0,0,0,0,0,0,2,0
"ADG74327.1|CBM2",0,3,1,0,0,1,2,3
"ADG74470.1|CBM2",0,0,0,0,0,0,0,1
"ADG74494.1|GT28",24,65,49,38,57,42,67,68
"ADG75012.1|GH105",0,0,0,0,0,0,1,0
"ADG75234.1|GT2",0,1,0,0,0,0,0,0
"ADG75236.1|GT2",0,4,2,0,5,0,5,0
"ADG75242.1|GT2",0,0,0,1,0,1,0,1
"ADG75248.1|GT4",17,51,42,29,48,34,55,41
"ADG75251.1|GT4",0,1,0,0,0,0,0,0
"ADG75255.1|GT2|GT4",1,1,0,0,0,0,0,1
"ADG75397.1|CBM2|CE1",0,3,2,1,1,1,0,0
"ADG75638.1|GH26",0,1,0,1,0,0,0,1
"ADG75795.1|CBM2|GH6",1,0,1,1,0,0,0,1
"ADG75796.1|CBM2|GH6",0,0,0,0,1,0,1,0
"ADG75907.1|CBM2|GH10|GH62",0,0,0,0,1,0,0,0
"ADG75987.1|CBM2|GH48",0,0,1,0,0,0,0,1
"ADG76002.1|CBM2",0,1,0,0,0,1,1,0
"ADG76435.1|CBM2|GH9",0,2,3,3,2,2,1,1
"ADG77706.1|GH23",0,0,1,0,0,0,0,1
"ADG79101.1|CBM50",0,1,0,0,0,0,1,0
"ADG80978.1|GH23",0,0,0,0,1,0,0,0
"ADG81515.1|CBM50",0,1,0,0,0,1,0,0
"ADG81823.1|GT0",0,0,0,0,1,0,0,0
"ADG81826.1|GT2",0,0,0,0,1,0,0,1
"ADG82226.1|GT2",0,0,0,0,0,1,0,0
"ADG82934.1|GT4",0,0,0,1,0,0,1,0
"ADG82953.1|GT4",1,0,0,0,1,0,0,0
"ADG82976.1|CBM50",0,1,0,0,0,0,0,0
"ADG82982.1|CBM50",1,4,4,4,5,1,3,5
"ADG83187.1|CE4",0,0,1,1,0,1,0,1
"ADG83656.1|GT4",0,0,1,2,0,0,0,1
"ADG83674.1|GT4",0,0,0,0,1,0,1,0
"ADG83675.1|GT4",0,0,0,1,1,1,1,1
"ADG83768.1|GT51",0,1,0,0,0,0,0,0
"ADG87116.1|CBM2|CE1",0,0,0,0,1,0,0,0
"ADG87359.1|CE4",0,0,0,0,1,0,0,0
"ADG87477.1|GT2",0,0,0,0,0,0,1,0
"ADG87604.1|CE4",0,0,0,2,1,1,0,0
"ADG87744.1|CBM16|GH18",0,1,0,0,0,0,0,0
"ADG88144.1|GT51",0,4,2,1,1,0,1,1
"ADG88747.1|CBM32",0,1,3,1,1,2,3,1
"ADG88963.1|CBM48|GH13_11",1,1,0,0,1,0,1,1
"ADG89462.1|GH1",0,0,0,0,1,0,0,0
"ADG89555.1|GH0",0,0,0,0,0,0,0,1
"ADG89556.1|GT35",0,0,0,0,0,1,0,0
"ADG89560.1|CBM48|GH13_9",1,1,0,0,2,0,2,0
"ADG89574.1|GH0",0,0,0,0,1,0,0,0
"ADG89733.1|CE14",1,1,1,1,1,1,2,1
"ADG89749.1|GH23",0,0,1,0,0,0,0,0
"ADG89866.1|GT2",0,3,1,2,0,0,0,0
"ADG90747.1|GT2",1,0,0,0,0,0,1,0
"ADG91381.1|GH50",0,0,0,1,0,0,0,0
"ADG97148.1|CBM50",0,1,0,0,0,0,0,0
"ADG97357.1|GT87",0,1,0,0,0,0,0,0
"ADG97603.1|GT87",1,1,0,0,1,1,1,0
"ADG98225.1|GT2",7,18,12,9,18,16,14,17
"ADG99204.1|CE1",0,0,0,0,0,0,1,0
"ADG99372.1|GH15",0,0,0,0,0,0,1,0
"ADH03175.1|GH73",0,2,0,0,1,0,2,1
"ADH59906.1|CBM20|CBM34|GH13_39",0,0,0,0,0,1,0,0
"ADH60065.1|CE9",1,2,1,0,0,0,0,0
"ADH60464.1|GT0",0,0,0,0,0,0,0,1
"ADH60946.1|CE4",0,0,0,0,0,0,1,0
"ADH61112.1|CE1",0,1,3,0,0,0,1,0
"ADH61394.1|GH127",0,0,0,0,2,0,0,1
"ADH61539.1|CBM50",2,5,2,3,3,2,5,5
"ADH62179.1|GT4",0,0,0,1,0,0,0,0
"ADH62183.1|GT4",0,0,0,0,1,0,0,0
"ADH63138.1|GT2",0,1,0,1,0,0,0,2
"ADH63906.1|CBM50|GH0",3,12,6,6,8,8,15,12
"ADH64323.1|CBM50",0,1,0,0,0,0,0,0
"ADH64790.1|GT4",0,1,1,1,0,1,2,1
"ADH65488.1|CBM5",2,2,3,3,4,3,5,5
"ADH65699.1|GT51",0,10,4,6,4,2,8,6
"ADH65836.1|GT51",0,0,0,1,0,0,0,0
"ADH66101.1|GH3",0,1,0,1,0,0,1,0
"ADH66265.1|GT4",0,0,0,0,0,1,0,0
"ADH67744.1|CBM6",0,1,1,0,1,0,0,1
"ADH69112.1|CE9",0,0,0,1,0,0,0,0
"ADH70228.1|GT51",1,0,0,1,1,0,3,2
"ADH84856.1|CBM48|GH13_11",0,1,1,1,0,0,1,0
"ADH84974.1|CBM50|GH23",1,0,2,0,0,1,1,1
"ADH85075.1|GT2",0,0,1,2,0,0,2,0
"ADH85078.1|GT4",0,0,0,0,0,1,0,0
"ADH85181.1|CBM48|GH13_11",0,0,1,0,0,0,1,0
"ADH85798.1|GT9",0,0,0,1,0,0,0,0
"ADH86343.1|GH103",0,0,0,0,1,0,0,0
"ADH86382.1|CBM50|GH23",0,0,0,0,1,0,0,0
"ADH86438.1|CE4",0,3,1,1,0,0,3,0
"ADH86447.1|GT2",0,0,0,0,0,0,1,0
"ADH87805.1|GH5_46",0,0,0,0,0,0,0,1
"ADH88728.1|GH23",0,0,0,0,1,0,1,0
"ADH89635.1|GH15",0,0,0,0,0,1,0,0
"ADH89636.1|GT20",0,0,0,0,0,2,0,0
"ADH89854.1|CBM48|GH13_9",0,0,0,0,0,1,0,0
"ADH90098.1|GH24",0,0,1,0,0,0,0,0
"ADH90274.1|CE4",0,0,0,0,0,0,1,0
"ADH90300.1|GT83",0,0,0,1,0,1,0,0
"ADH90487.1|GT4",0,0,1,0,0,0,0,0
"ADH90943.1|GH15",1,6,4,7,5,4,5,9
"ADH91002.1|GT2",0,0,0,0,1,2,0,0
"ADH91035.1|GT2",0,2,2,0,0,0,2,1
"ADH91039.1|GT4",0,0,0,0,0,0,1,0
"ADH91451.1|GH13_26",0,1,0,0,0,0,0,0
"ADH91794.1|GH33",0,0,0,0,0,0,1,1
"ADH93004.1|GH33",0,1,0,1,0,0,1,1
"ADH99064.1|GH23",0,0,0,0,1,0,0,0
"ADI00832.1|GT2",0,0,0,0,0,1,0,0
"ADI00967.1|GT4",0,0,0,0,0,0,1,0
"ADI01541.1|GH5",0,0,0,1,1,1,0,1
"ADI01836.1|CBM50",0,1,2,1,3,2,1,0
"ADI02269.1|GT2",1,2,1,2,2,0,1,1
"ADI02694.1|GH18",0,0,0,0,1,0,0,0
"ADI03670.1|PL9_1",0,0,0,0,1,0,0,0
"ADI03756.1|CBM6|GH99",0,0,0,0,1,0,0,1
"ADI04192.1|GT4",0,0,0,0,0,0,1,0
"ADI04797.1|GH146",0,0,0,0,1,0,2,0
"ADI05250.1|CBM50|GH23",0,0,0,0,1,0,0,0
"ADI06039.1|GH5_19",0,0,0,1,0,0,0,0
"ADI06126.1|GH78",0,1,0,0,0,0,0,0
"ADI07346.1|CBM13",0,4,2,1,0,1,2,1
"ADI07582.1|GT2",2,1,1,2,2,0,0,1
"ADI08076.1|CE9",0,0,1,1,0,0,1,0
"ADI08811.1|GT2",0,0,0,0,0,1,0,0
"ADI09009.1|GH5_1",0,0,0,1,0,0,0,0
"ADI10020.1|GH5_40",0,0,0,1,0,0,0,0
"ADI10024.1|GT2|GT32|GT62",0,0,1,0,0,0,1,0
"ADI10340.1|CBM35",1,2,1,1,1,1,1,2
"ADI10677.1|GT87",0,0,0,0,0,0,0,2
"ADI11236.1|PL9",0,0,0,1,1,1,0,1
"ADI11310.1|GH23",1,2,0,0,1,1,0,0
"ADI11677.1|GH23",0,1,0,1,1,0,0,0
"ADI12518.1|GH99",0,0,0,0,0,0,0,1
"ADI13083.1|CE7",0,1,0,0,0,0,0,0
"ADI13239.1|GH23",0,0,0,0,0,0,0,1
"ADI13274.1|GH13",2,1,2,0,3,0,5,1
"ADI13303.1|GH51",0,0,0,1,0,0,0,0
"ADI13871.1|GT4",0,0,0,0,0,0,0,1
"ADI14561.1|GT2",0,2,2,3,4,1,3,2
"ADI14846.1|GH42",0,0,0,1,0,0,0,0
"ADI15168.1|GT4",0,1,1,2,0,0,0,1
"ADI15206.1|GH1",0,0,0,0,0,0,1,0
"ADI15601.1|GT2",0,0,0,1,0,0,0,0
"ADI15790.1|CBM48|GH13",0,0,0,1,0,0,0,1
"ADI15828.1|GT4",0,0,0,1,0,0,1,0
"ADI16455.1|GH88",1,2,1,0,1,1,0,1
"ADI16737.1|CBM6",0,1,0,0,0,0,0,0
"ADI18157.1|GT5",0,1,1,0,0,1,0,1
"ADI19571.1|GT4",0,1,1,0,0,0,0,0
"ADI19572.1|CE11",0,0,0,0,0,0,1,0
"ADI22667.1|CE11",1,0,0,0,0,1,0,0
"ADI25937.1|CBM50",0,0,0,0,0,1,1,0
"ADI26252.1|CE9",0,0,0,0,1,0,1,0
"ADI26383.1|GH2",0,0,0,0,1,0,0,1
"ADI28435.1|GT2",0,0,0,0,0,0,1,0
"ADI29376.1|GT41",0,3,2,1,5,3,4,1
"ADI29861.1|GT41",0,0,1,0,0,1,1,1
"ADI30270.1|GH3",0,0,0,0,0,0,0,1
"ADI30659.1|GH23",0,1,1,1,0,0,1,0
"ADI37815.1|GH15",1,0,0,0,0,0,2,0
"ADI39120.1|GT0",1,0,0,0,1,0,0,0
"ADI70671.1|CBM6|GH43_29",0,0,0,1,0,0,0,1
"ADI74152.1|CBM13",0,2,1,0,1,1,1,1
"ADI83202.1|GT35",0,0,0,2,0,0,0,0
"ADI84323.1|GH23",0,2,0,1,0,0,1,0
"ADI85095.1|GT20",0,1,1,1,1,1,1,1
"ADI85115.1|GH13_26",0,1,0,0,1,0,1,1
"ADI85350.2|GT41",0,0,2,3,2,1,3,3
"ADI87737.1|GT9",0,1,0,0,0,0,0,0
"ADJ14076.1|GT4",0,0,0,0,0,0,0,1
"ADJ22304.1|GT21",1,0,0,0,1,0,1,0
"ADJ22317.1|GT2",0,0,0,1,0,0,0,0
"ADJ22938.1|GH108",1,1,0,0,1,1,0,1
"ADJ22965.1|GT41",0,0,0,0,0,0,0,1
"ADJ23164.1|GT4",0,0,0,0,0,0,1,0
"ADJ23182.1|GT4",0,0,0,0,0,0,1,1
"ADJ23885.1|CBM50",2,13,8,5,11,4,12,6
"ADJ24846.1|GT21",0,0,0,0,0,0,1,0
"ADJ25713.1|GT2",1,3,2,2,1,2,2,1
"ADJ25840.1|GT4",0,1,1,0,1,0,0,0
"ADJ25909.1|GT2",0,0,1,1,1,0,3,3
"ADJ26179.1|GT55",0,1,1,0,3,2,1,1
"ADJ26818.1|GT39",0,0,1,1,1,0,0,1
"ADJ27065.1|GT5",0,1,0,0,0,0,0,0
"ADJ27197.1|GT28",0,0,1,0,0,1,1,0
"ADJ27993.1|GH15",0,0,0,1,0,0,0,1
"ADJ28054.1|GT2",2,1,0,2,3,0,1,0
"ADJ28169.1|CE14",0,0,0,0,0,1,0,0
"ADJ28468.1|GT4",0,0,1,0,0,0,0,2
"ADJ28469.1|GH0",0,0,1,0,0,0,0,0
"ADJ28633.1|GT4",0,1,0,0,0,0,0,0
"ADJ28640.1|GT4",0,0,1,1,0,0,0,0
"ADJ29107.1|GH13_16",0,0,0,1,0,0,0,1
"ADJ29181.1|GT41",1,1,0,1,1,1,0,0
"ADJ29320.1|GT4",0,0,0,0,0,0,0,1
"ADJ29386.1|GT2",0,1,0,0,0,0,0,0
"ADJ29585.1|GT2",0,0,0,0,0,1,0,0
"ADJ29604.1|PL9",0,3,1,1,2,3,2,3
"ADJ29738.1|GH73",0,1,1,0,0,0,1,1
"ADJ41008.1|CBM50",0,0,0,0,0,1,1,0
"ADJ41370.1|GT51",0,0,0,0,1,0,0,0
"ADJ41718.1|CBM50|GH73",0,0,1,0,0,0,0,0
"ADJ41885.1|CBM32",0,1,1,0,0,0,1,0
"ADJ42809.1|GT87",0,0,0,2,0,0,0,1
"ADJ42828.1|GT0|GT2",0,0,0,0,0,0,0,1
"ADJ43529.1|GH3",0,0,0,0,0,1,0,0
"ADJ43688.1|CBM32",0,1,0,0,0,0,0,0
"ADJ44990.1|CBM2",0,5,2,1,1,2,5,0
"ADJ44991.1|CBM2",0,2,0,0,1,1,1,1
"ADJ45462.1|CE2",0,0,0,0,0,0,0,1
"ADJ45494.1|CBM13",0,0,1,0,0,1,1,0
"ADJ45703.1|CBM13",0,1,0,1,0,0,1,0
"ADJ46018.1|CBM2",0,4,1,1,3,0,5,2
"ADJ46106.1|GT4",3,11,3,4,12,4,6,6
"ADJ46172.1|GH51",0,0,0,0,0,0,1,0
"ADJ46624.1|CBM16|GH18",0,0,0,1,0,0,0,1
"ADJ46747.1|GT2",2,1,0,0,0,0,0,0
"ADJ46832.1|CBM2|GH2",0,0,0,0,1,0,0,0
"ADJ46916.1|CBM13",0,0,0,0,0,0,1,0
"ADJ47377.1|CBM2",0,1,0,0,1,0,1,0
"ADJ49091.1|CBM13|GH0",0,1,0,0,0,0,0,0
"ADJ49530.1|CBM13",0,0,0,0,0,0,1,0
"ADJ49655.1|GT4",6,12,8,11,13,10,23,14
"ADJ49836.1|CBM12",0,0,0,0,0,1,1,1
"ADJ50193.1|CBM13|GH74",0,0,0,0,3,1,0,0
"ADJ50769.1|GH23",0,1,0,0,0,0,1,0
"ADJ50809.1|CE9",1,0,0,0,0,0,1,0
"ADJ64246.1|GT4",0,0,0,0,0,0,0,1
"ADJ64247.1|GT4",0,0,0,1,1,0,1,1
"ADJ78431.1|CBM50",0,0,0,0,1,0,1,1
"ADK13568.1|CBM50",0,2,0,0,1,1,0,1
"ADK13756.1|CBM50",0,0,1,0,1,0,1,0
"ADK14745.1|GH23",2,0,1,2,2,1,1,2
"ADK15731.1|CE4",0,0,0,0,0,0,0,1
"ADK30641.1|CE11",22,73,52,35,54,41,57,51
"ADK32571.1|CBM2|CE1",0,0,0,1,0,0,0,0
"ADK32572.1|CBM2|CE3",0,0,0,1,0,0,0,0
"ADK32573.1|CBM2|GH10",0,0,2,0,0,0,0,0
"ADK54828.1|CE3",0,0,0,0,1,0,1,2
"ADK79942.1|CBM50",4,7,5,7,8,4,6,8
"ADK82322.1|GT4",2,8,5,4,7,5,6,4
"ADK82906.1|GT2",1,2,1,4,3,5,2,4
"ADK83730.1|GT2",0,1,0,0,0,0,0,0
"ADK83790.1|CBM50",0,0,0,0,0,0,0,1
"ADK83824.1|GT4",0,0,0,0,2,0,0,0
"ADK83825.1|GT4",0,1,1,1,1,0,2,0
"ADK83874.1|GH57",0,0,1,1,0,0,0,0
"ADK83983.1|GT4",0,0,0,1,0,0,0,0
"ADK83985.1|GT4",0,0,0,0,1,0,0,0
"ADK84085.1|CE4",0,0,0,0,0,1,0,0
"ADK84376.1|GT2",0,1,0,0,0,0,0,0
"ADK85462.1|GT2",0,1,0,0,1,1,0,1
"ADK85463.1|GT83",0,0,0,1,0,0,0,0
"ADK85708.1|GT4",0,0,0,0,0,1,0,0
"ADK85715.1|GT2",0,0,0,0,0,0,1,0
"ADK86453.1|GT4",0,1,0,0,0,0,0,0
"ADK95427.1|GT2",1,0,1,0,0,0,0,0
"ADK99368.1|GH24",0,0,0,0,0,1,0,0
"ADL00301.1|GT1",0,0,1,0,0,1,1,0
"ADL01575.1|CBM32",0,1,0,0,0,0,0,0
"ADL01965.1|CE8",0,0,1,0,0,0,0,0
"ADL02199.1|CE1",0,1,0,0,0,0,0,0
"ADL02593.1|GT4",0,1,0,0,0,0,0,0
"ADL03000.1|CE9",0,0,0,0,1,0,0,0
"ADL03784.1|GT2",0,0,1,1,1,0,0,2
"ADL05089.1|CE4",1,0,0,0,0,0,0,0
"ADL05727.1|CBM50",1,1,1,1,3,3,1,1
"ADL06007.1|GT2",0,0,0,0,1,0,0,0
"ADL06023.1|CBM50",0,1,0,0,0,0,1,0
"ADL06048.1|CBM50",0,0,0,0,0,0,3,0
"ADL07025.1|GH18",1,0,0,0,0,0,0,0
"ADL07108.1|CE9",0,1,0,1,1,0,0,1
"ADL07268.1|GT2",0,0,0,1,0,0,0,1
"ADL08328.1|GT2|GT4",0,0,0,0,0,1,0,0
"ADL08467.1|GH0",0,0,0,0,1,1,0,0
"ADL08873.1|CE4",0,3,1,1,3,1,3,1
"ADL11631.1|CBM50",0,0,0,0,0,1,0,0
"ADL11804.1|GT2",0,0,0,0,0,1,0,1
"ADL13647.1|GT4",0,0,0,0,1,0,0,0
"ADL22604.1|CE9",3,2,2,2,3,2,1,3
"ADL33049.1|GH43_35",1,0,1,2,1,1,0,1
"ADL33290.1|GH25",0,0,0,1,0,0,0,0
"ADL33479.1|CBM2",1,0,0,0,0,0,0,0
"ADL34237.1|CBM2|CBM3|GH9",0,0,0,0,0,0,1,0
"ADL35105.1|CBM77|PL1",0,0,0,1,0,0,0,0
"ADL35372.1|CE9",1,1,0,0,0,0,0,0
"ADL40323.1|GH23",0,0,0,2,0,0,0,0
"ADL41439.1|CBM54",0,0,0,0,0,0,0,1
"ADL42943.1|CBM66|PL3_1",0,0,0,1,0,0,0,0
"ADL42945.1|CBM3|GH48|GH74",0,0,0,0,0,0,1,0
"ADL42950.1|CBM3|GH5_8|GH9",0,1,0,0,1,0,0,1
"ADL43853.1|CBM13|GH10",5,11,12,7,9,5,15,11
"ADL44291.1|CBM2|CBM46|GH5_4",0,0,0,0,0,0,2,0
"ADL45227.1|CBM2|CBM3|GH9",0,1,0,0,0,0,1,0
"ADL45494.1|CBM2",0,0,0,0,0,1,0,0
"ADL46530.1|PL1_5",0,0,0,0,0,0,1,0
"ADL46835.1|CBM32",0,3,0,0,0,1,0,0
"ADL46920.1|CE7",0,1,0,0,1,1,0,0
"ADL47151.1|PL9_3",9,36,28,19,20,16,27,20
"ADL47314.1|CE14",0,1,0,2,2,1,2,4
"ADL48519.1|GH0",0,0,0,0,0,0,0,1
"ADL49113.1|CBM2",0,4,1,0,3,1,0,5
"ADL50319.1|CBM3",0,1,1,0,3,0,0,1
"ADL50747.1|CBM32",0,1,0,0,0,0,0,0
"ADL51156.1|CE4",0,0,0,0,0,0,1,0
"ADL51184.1|GH39",0,0,0,0,1,1,2,1
"ADL51369.1|PL1|PL9_1",0,0,0,1,0,0,0,0
"ADL52114.1|GT2",0,0,0,0,0,1,0,0
"ADL52520.1|CBM3",0,0,1,0,0,0,0,0
"ADL52637.1|CE9",0,1,2,2,2,0,1,2
"ADL53568.1|GH73",0,1,0,0,0,0,0,1
"ADL53716.1|CBM27",0,0,0,1,0,1,1,0
"ADL54244.1|GT9",0,0,0,0,0,0,0,1
"ADL54247.1|GH33",0,0,0,0,0,0,0,1
"ADL54557.1|GT9",0,0,1,1,0,0,1,0
"ADL54572.1|GT0",0,1,0,0,0,0,0,0
"ADL55110.1|GT41",5,15,12,6,9,11,19,14
"ADL55111.1|GT41",2,5,5,1,5,4,9,4
"ADL55112.1|GT41",0,0,0,1,5,1,0,2
"ADL55113.1|GT41",1,2,2,0,2,2,5,3
"ADL55129.1|GT41",14,72,33,36,53,45,64,50
"ADL55307.1|GT4",0,0,0,0,1,0,0,0
"ADL56213.1|CBM50|GH23",0,0,0,2,1,0,0,0
"ADL56815.1|GT2",0,0,0,0,1,0,0,0
"ADL56850.1|GT0",0,0,0,0,0,0,1,0
"ADL58219.1|GT4",0,1,1,1,0,1,0,2
"ADL58534.1|GT2",12,42,33,25,44,27,34,42
"ADL58867.1|GT1|GT2",0,0,0,0,0,0,1,0
"ADL59581.1|CBM14",0,5,4,1,2,2,5,1
"ADL68090.1|CBM50",1,1,1,1,3,0,0,1
"ADL68916.1|CE4",1,0,0,0,0,0,0,0
"ADL69820.1|CBM12|GH18",0,0,1,0,0,0,1,0
"ADM09364.1|GH103",1,1,1,0,1,1,0,0
"ADM10150.1|GT4",0,0,0,0,0,1,0,0
"ADM10304.1|GT4",0,0,0,0,0,0,1,0
"ADM12267.1|GH19",0,0,0,0,0,0,1,0
"ADM26828.1|GH109|3.2.1.49",0,0,0,0,1,0,0,0
"ADM69396.1|GT0|GT2",4,4,2,2,6,7,9,5
"ADM71096.1|PL9_2",0,1,0,0,0,0,1,0
"ADM98564.1|PL3_1",0,2,0,1,0,1,1,1
