mOTU	P1	P2	P3	P4	I1	I2	I3	I4
ref_mOTU_v2_1789	0	0	0	0	0	0	0	0
ref_mOTU_v2_1790	0	0	0	0	0	0	0	0
ref_mOTU_v2_1791	0	0	0	0	0	0	0	0
ref_mOTU_v2_1792	0	0	0	0	0	0	0	0
ref_mOTU_v2_1793	0	0	0	0	0	0	0	0
ref_mOTU_v2_1794	0	0	0	0	0	0	0	0
ref_mOTU_v2_1796	0	0	0	0	0	0	0	0
ref_mOTU_v2_1797	0	0	0	0	0	0	0	0
ref_mOTU_v2_1798	2	0	0	0	0	0	0	0
ref_mOTU_v2_1799	0	1	0	0	0	0	0	0
ref_mOTU_v2_1800	2	0	0	0	0	0	0	0
ref_mOTU_v2_1801	0	0	0	0	0	0	0	0
ref_mOTU_v2_1802	0	0	0	0	0	0	0	0
ref_mOTU_v2_1803	0	0	0	0	0	0	0	0
ref_mOTU_v2_1804	0	0	0	0	0	0	0	3
ref_mOTU_v2_1805	0	0	0	0	0	0	0	0
ref_mOTU_v2_1806	0	0	0	0	0	0	0	0
ref_mOTU_v2_1807	0	0	0	0	0	0	0	0
ref_mOTU_v2_1808	0	0	0	0	0	0	0	0
ref_mOTU_v2_1809	0	0	0	0	0	0	0	0
ref_mOTU_v2_1810	0	0	0	0	0	0	0	0
ref_mOTU_v2_1811	0	0	0	0	0	0	0	0
ref_mOTU_v2_1812	0	0	0	0	0	0	0	0
ref_mOTU_v2_1813	0	0	0	0	0	0	0	0
ref_mOTU_v2_1814	0	0	0	0	0	0	0	0
ref_mOTU_v2_1815	0	0	0	0	0	0	0	0
ref_mOTU_v2_1816	0	0	0	0	0	0	0	0
ref_mOTU_v2_1817	0	0	0	0	0	0	0	0
ref_mOTU_v2_1818	0	0	0	0	0	0	0	0
ref_mOTU_v2_1819	0	0	0	0	0	0	0	0
ref_mOTU_v2_1820	0	0	0	0	0	0	0	0
ref_mOTU_v2_1821	0	0	0	0	0	0	0	0
ref_mOTU_v2_1822	0	0	0	0	0	0	0	0
ref_mOTU_v2_1823	0	0	0	0	0	0	0	0
ref_mOTU_v2_1824	0	0	0	0	0	0	0	0
ref_mOTU_v2_1825	0	0	0	0	0	0	0	0
ref_mOTU_v2_1826	0	0	0	0	0	0	0	0
ref_mOTU_v2_1827	0	0	0	0	0	0	0	0
ref_mOTU_v2_1828	0	0	0	0	0	0	0	0
ref_mOTU_v2_1829	0	0	0	0	0	0	0	0
ref_mOTU_v2_1830	1	0	0	2	1	1	1	0
ref_mOTU_v2_1831	0	0	0	0	0	0	0	0
ref_mOTU_v2_1832	0	0	0	0	0	0	0	0
ref_mOTU_v2_1833	0	0	0	0	0	0	0	0
ref_mOTU_v2_1834	0	0	0	0	0	0	0	0
ref_mOTU_v2_1835	0	0	0	0	0	0	0	0
ref_mOTU_v2_1836	0	2	0	0	0	0	0	0
ref_mOTU_v2_1837	0	0	0	0	0	0	0	0
ref_mOTU_v2_1838	0	0	0	0	0	0	0	0
ref_mOTU_v2_1839	0	0	0	0	0	0	0	0
ref_mOTU_v2_1840	0	0	0	0	0	0	0	0
ref_mOTU_v2_1841	0	0	0	0	0	0	0	0
ref_mOTU_v2_1842	0	0	0	0	0	0	0	0
ref_mOTU_v2_1843	0	0	0	0	0	0	0	0
ref_mOTU_v2_1844	3	0	2	3	1	0	0	2
ref_mOTU_v2_1845	0	0	0	0	0	0	0	0
ref_mOTU_v2_1846	0	0	0	0	0	0	0	0
ref_mOTU_v2_1847	0	0	0	0	0	0	0	0
ref_mOTU_v2_1848	0	0	0	0	0	0	0	0
ref_mOTU_v2_1849	0	0	0	0	0	0	0	0
ref_mOTU_v2_1850	0	0	0	0	0	0	0	0
ref_mOTU_v2_1851	0	0	0	0	0	0	0	0
ref_mOTU_v2_1852	0	0	0	0	0	0	0	0
ref_mOTU_v2_1853	0	0	0	0	0	0	0	0
ref_mOTU_v2_1854	0	0	0	0	0	0	0	0
ref_mOTU_v2_1855	0	0	0	0	0	0	0	0
ref_mOTU_v2_1856	0	0	0	0	0	0	0	0
ref_mOTU_v2_1857	0	0	0	0	0	0	0	0
ref_mOTU_v2_1858	0	0	0	0	0	0	0	0
ref_mOTU_v2_1859	0	0	0	0	0	0	0	0
ref_mOTU_v2_1860	0	0	0	0	0	0	0	0
ref_mOTU_v2_1861	0	0	0	0	0	0	0	0
ref_mOTU_v2_1862	0	0	0	0	0	0	0	0
ref_mOTU_v2_1863	0	0	0	0	0	0	0	0
ref_mOTU_v2_1864	2	2	0	0	0	0	0	0
ref_mOTU_v2_1865	0	0	0	0	0	0	0	0
ref_mOTU_v2_1866	0	0	0	0	0	0	0	0
ref_mOTU_v2_1867	0	0	0	0	0	0	0	0
ref_mOTU_v2_1868	0	0	0	0	0	0	0	0
ref_mOTU_v2_1869	0	0	0	0	0	0	0	0
ref_mOTU_v2_1870	0	0	0	0	0	0	0	0
ref_mOTU_v2_1871	0	0	0	0	0	0	0	0
ref_mOTU_v2_1872	3	0	3	0	0	0	0	0
ref_mOTU_v2_1873	0	0	0	0	0	0	0	0
ref_mOTU_v2_1874	0	0	0	0	0	0	0	0
ref_mOTU_v2_1875	0	0	0	0	0	0	0	0
ref_mOTU_v2_1876	0	0	0	0	0	0	0	0
ref_mOTU_v2_1877	0	0	0	0	0	0	0	0
ref_mOTU_v2_1878	0	0	0	0	1	2	0	1
ref_mOTU_v2_1879	0	0	0	0	0	0	0	0
ref_mOTU_v2_1880	0	0	0	0	0	0	0	0
ref_mOTU_v2_1881	0	0	0	0	0	0	0	0
ref_mOTU_v2_1882	0	0	0	0	0	0	0	0
ref_mOTU_v2_1883	0	0	0	0	0	0	0	0
ref_mOTU_v2_1884	0	0	0	0	0	0	0	0
ref_mOTU_v2_1885	0	0	0	0	0	0	0	0
ref_mOTU_v2_1886	0	0	0	0	0	0	0	0
ref_mOTU_v2_1887	0	0	0	0	0	0	0	0
ref_mOTU_v2_1888	0	0	0	0	0	0	0	0
ref_mOTU_v2_1889	0	0	0	0	0	0	0	0
ref_mOTU_v2_1890	0	2	3	0	0	0	0	0
ref_mOTU_v2_1891	0	0	0	0	0	0	0	0
ref_mOTU_v2_1893	0	0	0	0	0	0	0	0
ref_mOTU_v2_1894	1	2	0	0	0	0	1	0
ref_mOTU_v2_1895	0	0	0	0	0	0	0	0
ref_mOTU_v2_1896	0	0	0	0	0	0	0	0
ref_mOTU_v2_1897	0	0	0	0	0	0	0	0
ref_mOTU_v2_1898	0	0	0	0	0	0	0	0
ref_mOTU_v2_1899	0	0	0	0	0	0	0	0
ref_mOTU_v2_1900	0	0	0	0	0	0	0	0
ref_mOTU_v2_1901	0	0	0	0	0	0	0	0
ref_mOTU_v2_1902	0	0	0	0	0	0	0	0
ref_mOTU_v2_1903	0	0	0	0	0	0	0	0
ref_mOTU_v2_1904	0	0	0	0	0	0	0	0
ref_mOTU_v2_1905	0	0	0	0	0	0	0	0
ref_mOTU_v2_1906	0	0	0	0	0	0	0	0
ref_mOTU_v2_1907	0	0	0	0	0	0	0	0
ref_mOTU_v2_1908	0	0	0	0	0	0	0	0
ref_mOTU_v2_1909	0	0	0	0	0	0	0	0
ref_mOTU_v2_1910	0	0	0	0	0	0	0	0
ref_mOTU_v2_1911	0	0	0	0	0	0	0	0
ref_mOTU_v2_1912	3	2	0	0	0	0	0	1
ref_mOTU_v2_1913	0	0	0	0	0	0	0	0
ref_mOTU_v2_1914	0	0	0	0	0	0	0	0
ref_mOTU_v2_1915	0	0	0	0	0	0	0	0
ref_mOTU_v2_1916	0	0	0	0	0	0	0	0
ref_mOTU_v2_1917	0	0	0	0	0	0	0	0
ref_mOTU_v2_1918	0	0	0	0	0	0	0	0
ref_mOTU_v2_1919	0	0	0	0	0	0	0	0
ref_mOTU_v2_1920	0	0	0	0	0	0	0	0
ref_mOTU_v2_1921	0	0	0	0	0	0	0	0
ref_mOTU_v2_1922	0	0	0	0	0	0	0	0
ref_mOTU_v2_1923	0	0	0	0	0	0	0	0
ref_mOTU_v2_1924	0	0	0	0	0	0	0	0
ref_mOTU_v2_1925	0	0	0	0	0	0	0	0
ref_mOTU_v2_1926	0	0	0	0	0	0	0	0
ref_mOTU_v2_1927	2	0	0	0	0	0	0	0
ref_mOTU_v2_1928	0	0	0	0	0	0	0	0
ref_mOTU_v2_1930	0	0	0	0	0	0	0	0
ref_mOTU_v2_1931	0	0	0	0	0	0	0	0
ref_mOTU_v2_1932	0	0	0	0	0	0	0	0
ref_mOTU_v2_1933	0	0	0	0	0	0	0	0
ref_mOTU_v2_1934	0	0	0	0	0	0	0	0
ref_mOTU_v2_1935	0	0	0	0	0	0	0	0
ref_mOTU_v2_1936	0	0	0	0	0	0	0	0
ref_mOTU_v2_1937	0	0	0	0	0	0	0	0
ref_mOTU_v2_1938	0	0	0	0	0	0	0	0
ref_mOTU_v2_1939	0	0	0	0	0	0	0	0
ref_mOTU_v2_1940	0	0	0	0	0	0	0	0
ref_mOTU_v2_1941	0	0	0	0	0	0	0	0
ref_mOTU_v2_1942	0	0	0	0	0	0	0	0
ref_mOTU_v2_1943	0	0	0	0	0	0	0	0
ref_mOTU_v2_1944	0	0	0	0	0	0	0	0
ref_mOTU_v2_1945	0	0	0	0	0	0	0	0
ref_mOTU_v2_1946	0	0	0	0	0	0	0	0
ref_mOTU_v2_1947	0	0	0	0	0	0	0	0
ref_mOTU_v2_1948	0	0	0	0	0	0	0	0
ref_mOTU_v2_1949	0	0	0	0	0	0	0	0
ref_mOTU_v2_1950	0	0	0	0	0	0	0	0
ref_mOTU_v2_1951	0	0	0	0	0	0	0	0
ref_mOTU_v2_1952	0	0	0	0	0	0	0	0
ref_mOTU_v2_1953	0	0	0	0	0	0	0	0
ref_mOTU_v2_1954	0	0	0	0	0	0	0	0
ref_mOTU_v2_1955	0	0	0	0	0	0	0	0
ref_mOTU_v2_1957	0	0	0	0	0	0	0	0
ref_mOTU_v2_1958	0	0	0	0	0	0	0	0
ref_mOTU_v2_1959	0	0	0	0	0	0	0	0
ref_mOTU_v2_1960	0	0	0	0	0	0	0	0
ref_mOTU_v2_1961	0	0	0	0	0	0	0	0
ref_mOTU_v2_1962	0	0	0	0	0	0	0	0
ref_mOTU_v2_1963	0	0	0	0	0	0	0	0
ref_mOTU_v2_1964	0	0	0	0	0	0	0	0
ref_mOTU_v2_1965	0	0	0	0	0	0	0	0
ref_mOTU_v2_1966	0	0	0	0	0	0	0	0
ref_mOTU_v2_1967	0	0	0	0	0	0	0	0
ref_mOTU_v2_1968	0	0	0	0	0	0	0	0
ref_mOTU_v2_1969	0	0	0	0	0	0	0	0
ref_mOTU_v2_1970	0	0	0	0	0	0	0	0
ref_mOTU_v2_1971	0	0	0	0	0	0	0	0
ref_mOTU_v2_1972	0	0	0	0	0	0	0	0
ref_mOTU_v2_1973	0	0	0	0	0	0	0	0
ref_mOTU_v2_1974	0	0	0	0	0	0	0	0
ref_mOTU_v2_1976	0	0	0	0	0	0	0	0
ref_mOTU_v2_1977	0	0	0	0	0	0	0	0
ref_mOTU_v2_1978	0	0	0	0	0	0	0	0
ref_mOTU_v2_1979	0	0	0	0	0	0	0	0
ref_mOTU_v2_1981	0	0	0	0	0	0	0	0
ref_mOTU_v2_1982	0	0	0	0	0	0	0	0
ref_mOTU_v2_1983	0	0	0	0	0	0	0	0
ref_mOTU_v2_1984	0	0	0	0	0	0	0	0
ref_mOTU_v2_1985	0	0	0	0	0	1	0	0
ref_mOTU_v2_1986	0	0	0	0	0	0	0	0
ref_mOTU_v2_1987	0	0	0	0	0	0	0	0
ref_mOTU_v2_1988	0	0	0	0	0	0	0	0
ref_mOTU_v2_1989	0	0	0	0	0	0	0	0
ref_mOTU_v2_1990	0	0	0	0	0	0	0	0
ref_mOTU_v2_1991	0	0	0	0	0	0	0	0
ref_mOTU_v2_1992	0	0	0	0	0	0	0	0
ref_mOTU_v2_1993	0	0	0	0	0	0	0	0
ref_mOTU_v2_1994	0	0	0	0	0	0	0	0
ref_mOTU_v2_1995	0	0	0	0	0	0	0	0
ref_mOTU_v2_1996	0	0	0	0	0	0	0	0
ref_mOTU_v2_1997	0	0	0	0	0	0	0	0
ref_mOTU_v2_1998	0	0	0	0	0	0	0	0
ref_mOTU_v2_1999	0	0	0	0	0	0	0	0
ref_mOTU_v2_2000	0	0	0	0	0	0	0	0
ref_mOTU_v2_2001	0	0	0	0	0	0	0	0
ref_mOTU_v2_2002	0	0	0	0	0	0	0	0
ref_mOTU_v2_2003	0	0	0	0	0	0	0	0
ref_mOTU_v2_2004	0	0	0	0	0	0	0	0
ref_mOTU_v2_2005	0	0	0	1	0	0	0	1
ref_mOTU_v2_2006	0	0	0	0	0	0	0	0
ref_mOTU_v2_2007	0	0	0	0	0	0	0	0
ref_mOTU_v2_2008	0	0	0	0	0	0	0	0
ref_mOTU_v2_2009	0	0	0	0	0	0	0	0
ref_mOTU_v2_2010	0	0	0	0	0	0	0	0
ref_mOTU_v2_2011	0	0	0	0	0	0	0	0
ref_mOTU_v2_2012	0	0	0	0	0	0	0	0
ref_mOTU_v2_2013	0	0	0	0	0	0	0	0
ref_mOTU_v2_2014	0	0	0	0	0	0	0	0
ref_mOTU_v2_2015	0	0	0	2	2	0	2	1
ref_mOTU_v2_2016	0	0	0	0	0	0	0	0
ref_mOTU_v2_2017	0	0	0	0	0	0	0	0
ref_mOTU_v2_2018	0	0	0	0	0	0	0	0
ref_mOTU_v2_2019	0	0	0	0	0	0	0	0
ref_mOTU_v2_2020	0	0	0	0	0	0	0	0
ref_mOTU_v2_2021	0	0	0	0	0	0	0	0
ref_mOTU_v2_2022	0	0	0	0	0	0	0	0
ref_mOTU_v2_2023	0	0	0	0	0	0	0	0
ref_mOTU_v2_2024	0	0	0	0	0	0	0	0
ref_mOTU_v2_2025	0	0	0	0	0	0	0	0
ref_mOTU_v2_2026	0	0	0	0	0	0	0	0
ref_mOTU_v2_2027	0	0	0	0	0	0	0	0
ref_mOTU_v2_2028	0	0	0	0	0	0	0	0
ref_mOTU_v2_2029	0	0	0	0	0	0	0	0
ref_mOTU_v2_2030	0	0	0	0	0	0	0	0
ref_mOTU_v2_2031	0	0	0	0	0	0	0	0
ref_mOTU_v2_2032	0	0	0	0	0	0	0	0
ref_mOTU_v2_2033	0	0	0	0	0	0	0	0
ref_mOTU_v2_2034	0	0	0	0	0	0	0	0
ref_mOTU_v2_2035	0	0	0	0	0	0	0	0
ref_mOTU_v2_2036	0	0	0	0	0	0	0	0
ref_mOTU_v2_2037	0	0	0	0	0	0	0	0
ref_mOTU_v2_2038	0	1	1	0	0	0	0	0
ref_mOTU_v2_2039	0	0	0	0	0	0	0	0
ref_mOTU_v2_2040	0	0	0	0	0	0	0	0
ref_mOTU_v2_2041	0	0	0	0	0	0	0	0
ref_mOTU_v2_2042	0	0	0	0	0	0	0	0
ref_mOTU_v2_2043	0	0	0	0	0	0	0	0
ref_mOTU_v2_2044	0	0	0	0	0	0	0	0
ref_mOTU_v2_2045	0	0	0	0	0	0	0	0
ref_mOTU_v2_2046	0	0	0	0	0	0	0	0
ref_mOTU_v2_2047	0	0	0	0	0	0	0	0
ref_mOTU_v2_2048	0	0	0	0	0	0	0	0
ref_mOTU_v2_2049	0	0	1	2	0	0	0	0
ref_mOTU_v2_2050	2	1	0	2	2	0	0	2
ref_mOTU_v2_2051	0	0	0	0	0	0	0	0
ref_mOTU_v2_2052	0	0	0	0	0	0	0	0
ref_mOTU_v2_2053	0	0	0	0	0	0	0	0
ref_mOTU_v2_2054	0	0	0	0	0	0	0	0
ref_mOTU_v2_2055	0	0	0	0	0	0	0	0
ref_mOTU_v2_2056	0	0	0	0	0	0	0	0
ref_mOTU_v2_2057	0	0	0	0	0	0	0	0
ref_mOTU_v2_2058	0	0	0	0	0	0	0	0
ref_mOTU_v2_2059	0	0	0	0	0	0	0	0
ref_mOTU_v2_2060	0	0	0	0	0	0	0	0
ref_mOTU_v2_2061	0	0	0	0	0	0	0	0
ref_mOTU_v2_2062	0	0	0	0	0	0	0	0
ref_mOTU_v2_2063	0	0	0	0	0	0	0	0
ref_mOTU_v2_2064	0	0	0	0	0	0	0	0
ref_mOTU_v2_2065	0	0	0	0	0	0	0	0
ref_mOTU_v2_2066	0	0	0	0	0	0	0	0
ref_mOTU_v2_2067	0	0	0	0	0	0	0	0
ref_mOTU_v2_2068	0	0	0	0	0	0	0	0
ref_mOTU_v2_2070	0	0	0	0	0	0	0	0
ref_mOTU_v2_2071	0	0	0	0	0	0	0	0
ref_mOTU_v2_2072	0	0	0	0	0	0	0	0
ref_mOTU_v2_2073	0	0	0	0	0	0	0	0
ref_mOTU_v2_2074	0	0	0	0	0	0	0	0
ref_mOTU_v2_2075	2	0	2	0	2	0	0	0
ref_mOTU_v2_2076	1	0	0	0	1	0	0	0
ref_mOTU_v2_2077	0	0	0	0	0	0	0	0
ref_mOTU_v2_2078	0	0	0	0	0	0	0	0
ref_mOTU_v2_2079	0	0	0	0	0	0	0	0
ref_mOTU_v2_2080	0	0	0	0	0	0	0	0
ref_mOTU_v2_2081	0	0	0	0	0	0	0	0
ref_mOTU_v2_2082	0	1	0	0	0	0	0	0
ref_mOTU_v2_2083	0	0	0	0	0	0	0	0
ref_mOTU_v2_2084	0	0	0	0	0	0	0	0
ref_mOTU_v2_2085	0	0	0	0	0	0	0	0
ref_mOTU_v2_2086	0	0	0	0	0	0	0	0
ref_mOTU_v2_2087	0	0	0	0	0	0	0	0
ref_mOTU_v2_2088	0	0	0	0	0	0	0	0
ref_mOTU_v2_2089	0	0	0	0	0	0	0	2
ref_mOTU_v2_2090	0	0	0	0	0	0	0	0
ref_mOTU_v2_2091	0	0	0	0	0	0	0	0
ref_mOTU_v2_2092	0	0	0	0	0	0	0	0
ref_mOTU_v2_2093	0	0	0	0	0	0	0	0
ref_mOTU_v2_2094	0	0	0	0	0	0	0	0
ref_mOTU_v2_2095	0	0	0	0	0	0	0	0
ref_mOTU_v2_2096	2	4	2	3	3	1	4	3
ref_mOTU_v2_2097	3	0	0	0	0	0	0	0
ref_mOTU_v2_2098	0	0	0	0	0	0	0	0
ref_mOTU_v2_2099	0	0	0	0	0	0	0	0
ref_mOTU_v2_2100	0	0	0	0	0	0	0	0
ref_mOTU_v2_2101	0	0	0	0	0	0	0	0
ref_mOTU_v2_2102	0	0	0	0	0	0	0	0
ref_mOTU_v2_2103	0	0	0	0	0	0	0	0
ref_mOTU_v2_2104	0	0	0	0	0	0	0	0
ref_mOTU_v2_2105	0	0	0	0	0	0	0	0
ref_mOTU_v2_2106	0	0	0	0	0	0	0	0
ref_mOTU_v2_2107	0	0	0	0	0	0	0	0
ref_mOTU_v2_2108	0	0	0	0	0	0	0	0
ref_mOTU_v2_2109	0	0	0	0	0	0	0	0
ref_mOTU_v2_2110	0	0	0	0	0	0	0	0
ref_mOTU_v2_2111	0	0	0	0	0	0	0	0
ref_mOTU_v2_2112	0	5	0	0	0	0	0	0
ref_mOTU_v2_2113	0	0	0	1	0	0	0	0
ref_mOTU_v2_2115	0	0	0	0	0	0	0	0
ref_mOTU_v2_2116	0	0	0	0	0	0	0	0
ref_mOTU_v2_2117	0	0	0	0	0	0	0	0
ref_mOTU_v2_2118	0	0	0	0	0	0	0	0
ref_mOTU_v2_2119	0	0	0	0	0	0	0	0
ref_mOTU_v2_2120	0	0	0	0	0	0	0	0
ref_mOTU_v2_2121	0	0	0	0	0	0	0	0
ref_mOTU_v2_2122	0	0	0	0	0	0	0	0
ref_mOTU_v2_2123	0	0	0	0	0	0	0	0
ref_mOTU_v2_2124	0	0	0	0	0	0	0	0
ref_mOTU_v2_2125	0	0	0	0	0	0	0	0
ref_mOTU_v2_2126	0	0	0	0	0	0	0	0
ref_mOTU_v2_2127	0	0	0	0	0	0	0	0
ref_mOTU_v2_2128	0	0	0	0	0	0	0	0
ref_mOTU_v2_2129	0	0	0	0	0	0	0	0
ref_mOTU_v2_2130	0	0	0	0	0	0	0	0
ref_mOTU_v2_2131	0	0	0	0	0	0	0	0
ref_mOTU_v2_2132	9	5	2	3	3	4	2	3
ref_mOTU_v2_2133	0	0	0	0	0	0	0	0
ref_mOTU_v2_2134	0	0	0	0	0	0	0	0
ref_mOTU_v2_2135	0	0	0	0	0	0	0	0
ref_mOTU_v2_2136	0	0	0	0	0	0	0	0
ref_mOTU_v2_2137	0	0	0	0	0	0	0	0
ref_mOTU_v2_2138	3	3	2	3	2	3	3	2
ref_mOTU_v2_2139	0	0	0	0	0	0	0	0
ref_mOTU_v2_2140	0	0	0	0	0	0	0	0
ref_mOTU_v2_2141	0	0	0	0	0	0	0	0
ref_mOTU_v2_2142	0	0	0	0	0	0	0	0
ref_mOTU_v2_2143	0	0	0	0	0	0	0	0
ref_mOTU_v2_2144	0	0	0	0	0	0	0	0
ref_mOTU_v2_2145	0	0	0	0	0	0	0	0
ref_mOTU_v2_2146	0	0	0	0	0	0	0	0
ref_mOTU_v2_2147	0	0	0	0	0	0	0	0
ref_mOTU_v2_2148	0	0	0	0	0	0	0	0
ref_mOTU_v2_2149	0	0	0	0	0	0	0	0
ref_mOTU_v2_2150	0	0	0	0	0	0	0	0
ref_mOTU_v2_2151	0	0	0	0	0	0	0	0
ref_mOTU_v2_2152	0	0	0	0	0	0	0	0
ref_mOTU_v2_2153	0	0	0	0	0	0	0	0
ref_mOTU_v2_2154	0	2	0	0	0	0	0	0
ref_mOTU_v2_2155	4	1	2	1	1	2	1	2
ref_mOTU_v2_2156	2	0	0	0	0	0	0	1
ref_mOTU_v2_2157	0	0	0	0	0	0	0	0
ref_mOTU_v2_2158	0	0	0	0	0	0	0	0
ref_mOTU_v2_2159	0	0	0	0	0	0	0	0
ref_mOTU_v2_2160	0	0	0	0	0	0	0	0
ref_mOTU_v2_2161	0	0	0	0	0	0	0	0
ref_mOTU_v2_2162	0	0	0	0	0	0	0	0
ref_mOTU_v2_2163	0	0	0	0	0	0	0	0
ref_mOTU_v2_2164	0	0	0	0	0	0	0	0
ref_mOTU_v2_2165	0	0	0	0	0	0	0	0
ref_mOTU_v2_2166	0	0	0	0	0	0	0	0
ref_mOTU_v2_2167	0	0	0	0	0	0	0	0
ref_mOTU_v2_2168	0	0	0	0	0	0	0	0
ref_mOTU_v2_2169	0	0	0	0	0	0	0	0
ref_mOTU_v2_2170	0	0	0	0	0	0	0	0
ref_mOTU_v2_2171	0	0	0	0	0	0	0	0
ref_mOTU_v2_2172	0	0	0	0	0	0	0	0
ref_mOTU_v2_2173	0	0	0	0	0	0	0	0
ref_mOTU_v2_2174	0	0	0	0	0	0	0	0
ref_mOTU_v2_2175	0	0	0	0	0	0	0	0
ref_mOTU_v2_2176	0	0	0	0	0	0	0	0
ref_mOTU_v2_2177	0	0	0	0	0	0	0	0
ref_mOTU_v2_2178	0	0	0	0	0	0	0	0
ref_mOTU_v2_2179	0	0	0	0	0	0	0	0
ref_mOTU_v2_2180	0	0	0	0	0	0	0	0
ref_mOTU_v2_2181	0	0	0	0	0	0	0	0
ref_mOTU_v2_2182	0	0	0	0	0	0	0	0
ref_mOTU_v2_2183	2	0	1	0	0	0	0	0
ref_mOTU_v2_2184	0	0	0	0	0	0	0	0
ref_mOTU_v2_2185	0	0	0	0	0	0	0	0
ref_mOTU_v2_2186	0	0	0	0	0	0	0	0
ref_mOTU_v2_2187	0	0	0	0	0	0	0	0
ref_mOTU_v2_2188	0	0	0	0	0	0	0	0
ref_mOTU_v2_2189	0	0	0	0	0	0	0	0
ref_mOTU_v2_2190	0	0	0	0	0	0	0	0
ref_mOTU_v2_2191	0	0	0	0	0	0	0	0
ref_mOTU_v2_2192	0	0	0	0	0	0	0	0
ref_mOTU_v2_2193	0	0	0	0	0	0	0	0
ref_mOTU_v2_2194	0	0	0	0	0	0	0	0
ref_mOTU_v2_2195	0	0	0	0	0	0	0	0
ref_mOTU_v2_2196	0	0	0	0	0	0	0	0
ref_mOTU_v2_2197	0	0	0	0	0	0	0	0
ref_mOTU_v2_2198	0	0	0	0	0	0	0	0
ref_mOTU_v2_2199	0	0	0	0	0	0	0	0
ref_mOTU_v2_2200	0	0	0	0	0	0	0	0
ref_mOTU_v2_2201	0	0	0	0	0	0	0	0
ref_mOTU_v2_2202	0	0	0	0	0	0	0	0
ref_mOTU_v2_2203	0	0	0	0	0	0	0	0
ref_mOTU_v2_2204	0	0	0	0	0	0	0	0
ref_mOTU_v2_2205	0	0	0	0	0	0	0	0
ref_mOTU_v2_2206	0	0	0	0	0	0	0	0
ref_mOTU_v2_2207	0	0	0	0	0	0	0	0
ref_mOTU_v2_2208	0	0	0	0	0	0	0	0
ref_mOTU_v2_2209	0	0	0	0	0	0	0	0
ref_mOTU_v2_2210	0	0	0	0	0	0	0	0
ref_mOTU_v2_2211	0	0	0	0	0	0	0	0
ref_mOTU_v2_2212	0	0	0	0	0	0	0	0
ref_mOTU_v2_2213	0	0	0	0	0	0	0	0
ref_mOTU_v2_2214	0	0	0	0	0	0	0	0
ref_mOTU_v2_2215	0	0	0	0	0	0	0	0
ref_mOTU_v2_2216	0	0	0	0	0	0	0	0
ref_mOTU_v2_2217	4	4	3	2	2	1	3	0
ref_mOTU_v2_2218	0	0	0	0	0	0	0	0
ref_mOTU_v2_2219	0	0	0	0	0	0	0	0
ref_mOTU_v2_2220	0	0	0	0	0	0	0	0
ref_mOTU_v2_2221	0	0	0	0	0	0	0	0
ref_mOTU_v2_2222	0	0	0	0	0	0	0	0
ref_mOTU_v2_2223	0	0	0	0	0	0	0	0
ref_mOTU_v2_2224	0	0	0	0	0	0	0	0
ref_mOTU_v2_2225	0	0	0	0	0	0	0	0
ref_mOTU_v2_2226	0	0	0	0	0	0	0	0
ref_mOTU_v2_2227	0	0	0	0	0	0	0	0
ref_mOTU_v2_2228	0	0	0	0	0	0	0	0
ref_mOTU_v2_2229	0	0	0	0	0	0	0	0
ref_mOTU_v2_2230	0	0	0	0	0	0	0	0
ref_mOTU_v2_2231	0	0	0	0	0	0	0	0
ref_mOTU_v2_2232	0	0	0	0	0	0	0	0
ref_mOTU_v2_2233	0	0	0	0	0	0	0	0
ref_mOTU_v2_2234	0	0	0	0	0	0	0	0
ref_mOTU_v2_2235	0	0	0	0	0	0	0	0
ref_mOTU_v2_2236	0	0	0	0	0	0	0	0
ref_mOTU_v2_2237	0	0	0	0	1	0	0	0
ref_mOTU_v2_2238	1	4	7	3	2	3	1	3
ref_mOTU_v2_2239	5	4	5	5	6	5	4	4
ref_mOTU_v2_2240	0	0	0	0	0	0	0	0
ref_mOTU_v2_2241	0	0	0	0	0	0	0	0
ref_mOTU_v2_2242	0	0	0	0	0	0	0	0
ref_mOTU_v2_2243	0	0	0	0	0	0	0	0
ref_mOTU_v2_2244	0	0	0	0	0	0	0	0
ref_mOTU_v2_2245	0	0	0	0	0	0	0	0
ref_mOTU_v2_2246	0	0	0	0	0	0	0	0
ref_mOTU_v2_2247	0	0	0	0	0	0	0	0
ref_mOTU_v2_2248	0	0	0	0	0	0	0	0
ref_mOTU_v2_2249	0	0	0	0	0	0	0	0
ref_mOTU_v2_2250	0	0	0	0	0	0	0	0
ref_mOTU_v2_2251	0	0	0	0	0	0	0	0
ref_mOTU_v2_2253	0	0	0	0	0	0	0	0
ref_mOTU_v2_2254	0	0	0	0	0	0	0	0
ref_mOTU_v2_2255	0	0	0	0	0	0	0	0
ref_mOTU_v2_2256	0	0	0	0	0	0	0	0
ref_mOTU_v2_2257	0	0	0	0	0	0	0	0
ref_mOTU_v2_2258	0	0	0	0	0	0	0	0
ref_mOTU_v2_2259	0	0	0	0	0	0	0	0
ref_mOTU_v2_2260	0	0	0	0	0	0	0	0
ref_mOTU_v2_2261	1	0	0	0	0	0	0	0
ref_mOTU_v2_2262	0	0	0	0	0	0	0	0
