mOTU	P1	P2	P3	P4	I1	I2	I3	I4
OTU5792	0	0	0	0	0	0	0	0
OTU5793	0	0	0	0	0	0	0	0
OTU5794	0	0	0	0	0	0	0	0
OTU5795	0	0	0	0	0	0	0	0
OTU5796	0	0	0	0	0	0	0	0
OTU5797	0	0	0	0	0	0	0	0
OTU5798	0	0	0	0	0	0	0	0
OTU5799	0	0	0	0	0	0	0	0
OTU5800	0	0	0	0	0	0	0	0
OTU5801	0	0	0	0	0	0	0	0
OTU5802	0	0	0	0	0	0	0	0
OTU5803	0	0	0	0	0	0	0	0
OTU5804	0	0	0	0	0	0	0	0
OTU5805	0	0	0	0	0	0	0	0
OTU5806	0	0	0	0	0	0	0	0
OTU5807	0	0	0	0	0	0	0	0
OTU5808	0	0	0	0	0	0	0	0
OTU5809	0	0	0	0	0	0	0	0
OTU5810	0	0	0	0	0	0	0	0
OTU5811	0	0	0	0	0	0	0	0
OTU5812	0	0	0	0	0	0	0	0
OTU5813	0	0	0	0	0	0	0	0
OTU5814	0	0	0	0	0	0	0	0
OTU5815	0	0	0	0	0	0	0	0
OTU5816	0	0	0	0	0	0	0	0
OTU5817	0	0	0	0	0	0	0	0
OTU5818	0	0	0	0	0	0	0	0
OTU5819	0	0	0	0	0	0	0	0
OTU5820	0	0	0	0	0	0	0	0
OTU5821	0	0	0	0	0	0	0	0
OTU5822	0	0	0	0	0	0	0	0
OTU5823	0	0	0	0	0	0	0	0
OTU5824	0	0	0	0	0	0	0	0
OTU5825	0	0	0	0	0	0	0	0
OTU5826	0	0	0	0	0	0	0	0
OTU5827	0	0	0	0	0	0	0	0
OTU5828	0	0	0	0	0	0	0	0
OTU5829	0	0	0	0	0	0	0	0
OTU5830	0	0	0	0	0	0	0	0
OTU5831	0	0	0	0	0	0	0	0
OTU5832	0	0	0	0	0	0	0	0
OTU5833	0	0	0	0	0	0	0	0
OTU5834	0	0	0	0	0	0	0	0
OTU5835	0	0	0	0	0	0	0	0
OTU5836	0	0	0	0	0	0	0	0
OTU5837	0	0	0	0	0	0	0	0
OTU5838	0	0	0	0	0	0	0	0
OTU5839	0	0	0	0	0	0	0	0
OTU5840	0	0	0	0	0	0	0	0
OTU5841	0	0	0	0	0	0	0	0
OTU5842	0	0	0	0	0	0	0	0
OTU5843	0	0	0	0	0	0	0	0
OTU5844	0	0	0	0	0	0	0	0
OTU5845	0	0	0	0	0	0	0	0
OTU5846	0	0	0	0	0	0	0	0
OTU5847	0	0	0	0	0	0	0	0
OTU5848	0	0	0	0	0	0	0	0
OTU5849	0	0	0	0	0	0	0	0
OTU5850	0	0	0	0	0	0	0	0
OTU5851	0	0	0	0	0	0	0	0
OTU5852	0	0	0	0	0	0	0	0
OTU5853	0	0	0	0	0	0	0	0
OTU5854	0	0	0	0	0	0	0	0
OTU5855	0	0	0	0	0	0	0	0
OTU5856	0	0	0	0	0	0	0	0
OTU5857	0	0	0	0	0	0	0	0
OTU5858	0	0	0	0	0	0	0	0
OTU5859	0	0	0	0	0	0	0	0
OTU5860	0	0	0	0	0	0	0	0
OTU5861	0	0	0	0	0	0	0	0
OTU5862	0	0	0	0	0	0	0	0
OTU5863	0	0	0	0	0	0	0	0
OTU5864	0	0	0	0	0	0	0	0
OTU5865	0	0	0	0	0	0	0	0
OTU5866	0	0	0	0	0	0	0	0
OTU5867	0	0	0	0	0	0	0	0
OTU5868	0	0	0	0	0	0	0	0
OTU5869	0	0	0	0	0	0	0	0
OTU5870	0	0	0	0	0	0	0	0
OTU5871	0	0	0	0	0	0	0	0
OTU5872	0	0	0	0	0	0	0	0
OTU5873	0	0	0	0	0	0	0	0
OTU5874	0	0	0	0	0	0	0	0
OTU5875	0	0	0	0	0	0	0	0
OTU5876	0	0	0	0	0	0	0	0
OTU5877	0	0	0	0	0	0	0	0
OTU5878	0	0	0	0	0	0	0	0
OTU5879	0	0	0	0	0	0	0	0
OTU5880	0	0	0	0	0	0	0	0
OTU5881	0	0	0	0	0	0	0	0
OTU5882	0	0	0	0	0	0	0	0
OTU5883	0	0	0	0	0	0	0	0
OTU5884	0	0	0	0	0	0	0	0
OTU5885	0	0	0	0	0	0	0	0
OTU5886	0	0	0	0	0	0	0	0
OTU5887	0	0	0	0	0	0	0	0
OTU5888	0	0	0	0	0	0	0	0
OTU5889	0	0	0	0	0	0	0	0
OTU5890	0	0	0	0	0	0	0	0
OTU5891	0	0	0	0	0	0	0	0
OTU5892	0	0	0	0	0	0	0	0
OTU5893	0	0	0	0	0	0	0	0
OTU5894	0	0	0	0	0	0	0	0
OTU5895	0	0	0	0	0	0	0	0
OTU5896	0	0	0	0	0	0	0	0
OTU5897	0	0	0	0	0	0	0	0
OTU5898	0	0	0	0	0	0	0	0
OTU5899	0	0	0	0	0	0	0	0
OTU5900	0	0	0	0	0	0	0	0
OTU5901	0	0	0	0	0	0	0	0
OTU5902	0	0	0	0	0	0	0	0
OTU5903	0	0	0	0	0	0	0	0
OTU5904	0	0	0	0	0	0	0	0
OTU5905	0	0	0	0	0	0	0	0
OTU5906	0	0	0	0	0	0	0	0
OTU5907	0	0	0	0	0	0	0	0
OTU5908	0	0	0	0	0	0	0	0
OTU5909	0	0	0	0	0	0	0	0
OTU5910	0	0	0	0	0	0	0	0
OTU5911	0	0	0	0	0	0	0	0
OTU5912	0	0	0	0	0	0	0	0
OTU5913	0	0	0	0	0	0	0	0
OTU5914	0	0	0	0	0	0	0	0
OTU5915	0	0	0	0	0	0	0	0
OTU5916	0	0	0	0	0	0	0	0
OTU5917	0	0	0	0	0	0	0	0
OTU5918	0	0	0	0	0	0	0	0
OTU5919	0	0	0	0	0	0	0	0
OTU5920	0	0	0	0	0	0	0	0
OTU5921	0	0	0	0	0	0	0	0
OTU5922	0	0	0	0	0	0	0	0
OTU5923	0	0	0	0	0	0	0	0
OTU5924	0	0	0	0	0	0	0	0
OTU5925	0	0	0	0	0	0	0	0
OTU5926	0	0	0	0	0	0	0	0
OTU5927	0	0	0	0	0	0	0	0
OTU5928	0	0	0	0	0	0	0	0
OTU5929	0	0	0	0	0	0	0	0
OTU5930	0	0	0	0	0	0	0	0
OTU5931	0	0	0	0	0	0	0	0
OTU5932	0	0	0	0	0	0	0	0
OTU5933	0	0	0	0	0	0	0	0
OTU5934	0	0	0	0	0	0	0	0
OTU5935	0	0	0	0	0	0	0	0
OTU5936	0	0	0	0	0	0	0	0
OTU5937	0	0	0	0	0	0	0	0
OTU5938	0	0	0	0	0	0	0	0
OTU5939	0	0	0	0	0	0	0	0
OTU5940	0	0	0	0	0	0	0	0
OTU5941	0	0	0	0	0	0	0	0
OTU5942	0	0	0	0	0	0	0	0
OTU5943	0	0	0	0	0	0	0	0
OTU5944	0	0	0	0	0	0	0	0
OTU5945	0	0	0	0	0	0	0	0
OTU5946	0	0	0	0	0	0	0	0
OTU5947	0	0	0	0	0	0	0	0
OTU5948	0	0	0	0	0	0	0	0
OTU5949	0	0	0	0	0	0	0	0
OTU5950	0	0	0	0	0	0	0	0
OTU5951	0	0	0	0	0	0	0	0
OTU5952	0	0	0	0	0	0	0	0
OTU5953	0	0	0	0	0	0	0	0
OTU5954	0	0	0	0	0	0	0	0
OTU5955	0	0	0	0	0	0	0	0
OTU5956	0	0	0	0	0	0	0	0
OTU5957	0	0	0	0	0	0	0	0
OTU5958	0	0	0	0	0	0	0	0
OTU5959	0	0	0	0	0	0	0	0
OTU5960	0	0	0	0	0	0	0	0
OTU5961	0	0	0	0	0	0	0	0
OTU5962	0	0	0	0	0	0	0	0
OTU5963	0	0	0	0	0	0	0	0
OTU5964	0	0	0	0	0	0	0	0
OTU5965	0	0	0	0	0	0	0	0
OTU5966	0	0	0	0	0	0	0	0
OTU5967	0	0	0	0	0	0	0	0
OTU5968	0	0	0	0	0	0	0	0
OTU5969	0	0	0	0	0	0	0	0
OTU5970	0	0	0	0	0	0	0	0
OTU5971	0	0	0	0	0	0	0	0
OTU5972	0	0	0	0	0	0	0	0
OTU5973	0	0	0	0	0	0	0	0
OTU5974	0	0	0	0	0	0	0	0
OTU5975	0	0	0	0	0	0	0	0
OTU5976	0	0	0	0	0	0	0	0
OTU5977	0	0	0	0	0	0	0	0
OTU5978	0	0	0	0	0	0	0	0
OTU5979	0	0	0	0	0	0	0	0
OTU5980	0	0	0	0	0	0	0	0
OTU5981	0	0	0	0	0	0	0	0
OTU5982	0	0	0	0	0	0	0	0
OTU5983	0	0	0	0	0	0	0	0
OTU5984	0	0	0	0	0	0	0	0
OTU5985	0	0	0	0	0	0	0	0
OTU5986	0	0	0	0	0	0	0	0
OTU5987	0	0	0	0	0	0	0	0
OTU5988	0	0	0	0	0	0	0	0
OTU5989	0	0	0	0	0	0	0	0
OTU5990	0	0	0	0	0	0	0	0
OTU5991	0	0	0	0	0	0	0	0
OTU5992	0	0	0	0	0	0	0	0
OTU5993	0	0	0	0	0	0	0	0
OTU5994	0	0	0	0	0	0	0	0
OTU5995	0	0	0	0	0	0	0	0
OTU5996	0	0	0	0	0	0	0	0
OTU5997	0	0	0	0	0	0	0	0
OTU5998	0	0	0	0	0	0	0	0
OTU5999	0	0	0	0	0	0	0	0
OTU6000	0	0	0	0	0	0	0	0
OTU6001	0	0	0	0	0	0	0	0
OTU6002	0	0	0	0	0	0	0	0
OTU6003	0	0	0	0	0	0	0	0
OTU6004	0	0	0	0	0	0	0	0
OTU6005	0	0	0	0	0	0	0	0
OTU6006	0	0	0	0	0	0	0	0
OTU6007	0	0	0	0	0	0	0	0
OTU6008	0	0	0	0	0	0	0	0
OTU6009	0	0	0	0	0	0	0	0
OTU6010	0	0	0	0	0	0	0	0
OTU6011	0	0	0	0	0	0	0	0
OTU6012	0	0	0	0	0	0	0	0
OTU6013	0	0	0	0	0	0	0	0
OTU6014	0	0	0	0	0	0	0	0
OTU6015	0	0	0	0	0	0	0	0
OTU6016	0	0	0	0	0	0	0	0
OTU6017	0	0	0	0	0	0	0	0
OTU6018	0	0	0	0	0	0	0	0
OTU6019	0	0	0	0	0	0	0	0
OTU6020	0	0	0	0	0	0	0	0
OTU6021	0	0	0	0	0	0	0	0
OTU6022	0	0	0	0	0	0	0	0
OTU6023	0	0	0	0	0	0	0	0
OTU6024	0	0	0	0	0	0	0	0
OTU6025	0	0	0	0	0	0	0	0
OTU6026	0	0	0	0	0	0	0	0
OTU6027	0	0	0	0	0	0	0	0
OTU6028	0	0	0	0	0	0	0	0
OTU6029	0	0	0	0	0	0	0	0
OTU6030	0	0	0	0	0	0	0	0
OTU6031	0	0	0	0	0	0	0	0
OTU6032	0	0	0	0	0	0	0	0
OTU6033	0	0	0	0	0	0	0	0
OTU6034	0	0	0	0	0	0	0	0
OTU6035	0	0	0	0	0	0	0	0
OTU6036	0	0	0	0	0	0	0	0
OTU6037	0	0	0	0	0	0	0	0
OTU6038	0	0	0	0	0	0	0	0
OTU6039	0	0	0	0	0	0	0	0
OTU6040	0	0	0	0	0	0	0	0
OTU6041	0	0	0	0	0	0	0	0
OTU6042	0	0	0	0	0	0	0	0
OTU6043	0	0	0	0	0	0	0	0
OTU6044	0	0	0	0	0	0	0	0
OTU6045	0	0	0	0	0	0	0	0
OTU6046	0	0	0	0	0	0	0	0
OTU6047	0	0	0	0	0	0	0	0
OTU6048	0	0	0	0	0	0	0	0
OTU6049	0	0	0	0	0	0	0	0
OTU6050	0	0	0	0	0	0	0	0
OTU6051	0	0	0	0	0	0	0	0
OTU6052	0	0	0	0	0	0	0	0
OTU6053	0	0	0	0	0	0	0	0
OTU6054	0	0	0	0	0	0	0	0
OTU6055	0	0	0	0	0	0	0	0
OTU6056	0	0	0	0	0	0	0	0
OTU6057	0	0	0	0	0	0	0	0
OTU6058	0	0	0	0	0	0	0	0
OTU6059	0	0	0	0	0	0	0	0
OTU6060	0	0	0	0	0	0	0	0
OTU6061	0	0	0	0	0	0	0	0
OTU6062	0	0	0	0	0	0	0	0
OTU6063	0	0	0	0	0	0	0	0
OTU6064	0	0	0	0	0	0	0	0
OTU6065	0	0	0	0	0	0	0	0
OTU6066	0	0	0	0	0	0	0	0
OTU6067	0	0	0	0	0	0	0	0
OTU6068	0	0	0	0	0	0	0	0
OTU6069	0	0	0	0	0	0	0	0
OTU6070	0	0	0	0	0	0	0	0
OTU6071	0	0	0	0	0	0	0	0
OTU6072	0	0	0	0	0	0	0	0
OTU6073	0	0	0	0	0	0	0	0
OTU6074	0	0	0	0	0	0	0	0
OTU6075	0	0	0	0	0	0	0	0
OTU6076	0	0	0	0	0	0	0	0
OTU6077	0	0	0	0	0	0	0	0
OTU6078	0	0	0	0	0	0	0	0
OTU6079	0	0	0	0	0	0	0	0
OTU6080	0	0	0	0	0	0	0	0
OTU6081	0	0	0	0	0	0	0	0
OTU6082	0	0	0	0	0	0	0	0
OTU6083	0	0	0	0	0	0	0	0
OTU6084	0	0	0	0	0	0	0	0
OTU6085	0	0	0	0	0	0	0	0
OTU6086	0	0	0	0	0	0	0	0
OTU6087	0	0	0	0	0	0	0	0
OTU6088	0	0	0	0	0	0	0	0
OTU6089	0	0	0	0	0	0	0	0
OTU6090	0	0	0	0	0	0	0	0
OTU6091	0	0	0	0	0	0	0	0
OTU6092	0	0	0	0	0	0	0	0
OTU6093	0	0	0	0	0	0	0	0
OTU6094	0	0	0	0	0	0	0	0
OTU6095	0	0	0	0	0	0	0	0
OTU6096	0	0	0	0	0	0	0	0
OTU6097	0	0	0	0	0	0	0	0
OTU6098	0	0	0	0	0	0	0	0
OTU6099	0	0	0	0	0	0	0	0
OTU6100	0	0	0	0	0	0	0	0
OTU6101	0	0	0	0	0	0	0	0
OTU6102	0	0	0	0	0	0	0	0
OTU6103	0	0	0	0	0	0	0	0
OTU6104	0	0	0	0	0	0	0	0
OTU6105	0	0	0	0	0	0	0	0
OTU6106	0	0	0	0	0	0	0	0
OTU6107	0	0	0	0	0	0	0	0
OTU6108	0	0	0	0	0	0	0	0
OTU6109	0	0	0	0	0	0	0	0
OTU6110	0	0	0	0	0	0	0	0
OTU6111	0	0	0	0	0	0	0	0
OTU6112	0	0	0	0	0	0	0	0
OTU6113	0	0	0	0	0	0	0	0
OTU6114	0	0	0	0	0	0	0	0
OTU6115	0	0	0	0	0	0	0	0
OTU6116	0	0	0	0	0	0	0	0
OTU6117	0	0	0	0	0	0	0	0
OTU6118	0	0	0	0	0	0	0	0
OTU6119	0	0	0	0	0	0	0	0
OTU6120	0	0	0	0	0	0	0	0
OTU6121	0	0	0	0	0	0	0	0
OTU6122	0	0	0	0	0	0	0	0
OTU6123	0	0	0	0	0	0	0	0
OTU6124	0	0	0	0	0	0	0	0
OTU6125	0	0	0	0	0	0	0	0
OTU6126	0	0	0	0	0	0	0	0
OTU6127	0	0	0	0	0	0	0	0
OTU6128	0	0	0	0	0	0	0	0
OTU6129	0	0	0	0	0	0	0	0
OTU6130	0	0	0	0	0	0	0	0
OTU6131	0	0	0	0	0	0	0	0
OTU6132	0	0	0	0	0	0	0	0
OTU6133	0	0	0	0	0	0	0	0
OTU6134	0	0	0	0	0	0	0	0
OTU6135	0	0	0	0	0	0	0	0
OTU6136	0	0	0	0	0	0	0	0
OTU6137	0	0	0	0	0	0	0	0
OTU6138	0	0	0	0	0	0	0	0
OTU6139	0	0	0	0	0	0	0	0
OTU6140	0	0	0	0	0	0	0	0
OTU6141	0	0	0	0	0	0	0	0
OTU6142	0	0	0	0	0	0	0	0
OTU6143	0	0	0	0	0	0	0	0
OTU6144	0	0	0	0	0	0	0	0
OTU6145	0	0	0	0	0	0	0	0
OTU6146	0	0	0	0	0	0	0	0
OTU6147	0	0	0	0	0	0	0	0
OTU6148	0	0	0	0	0	0	0	0
OTU6149	0	0	0	0	0	0	0	0
OTU6150	0	0	0	0	0	0	0	0
OTU6151	0	0	0	0	0	0	0	0
OTU6152	0	0	0	0	0	0	0	0
OTU6153	0	0	0	0	0	0	0	0
OTU6154	0	0	0	0	0	0	0	0
OTU6155	0	0	0	0	0	0	0	0
OTU6156	0	0	0	0	0	0	0	0
OTU6157	0	0	0	0	0	0	0	0
OTU6158	0	0	0	0	0	0	0	0
OTU6159	0	0	0	0	0	0	0	0
OTU6160	0	0	0	0	0	0	0	0
OTU6161	0	0	0	0	0	0	0	0
OTU6162	0	0	0	0	0	0	0	0
OTU6163	0	0	0	0	0	0	0	0
OTU6164	0	0	0	0	0	0	0	0
OTU6165	0	0	0	0	0	0	0	0
OTU6166	0	0	0	0	0	0	0	0
OTU6167	0	0	0	0	0	0	0	0
OTU6168	0	0	0	0	0	0	0	0
OTU6169	0	0	0	0	0	0	0	0
OTU6170	0	0	0	0	0	0	0	0
OTU6171	0	0	0	0	0	0	0	0
OTU6172	0	0	0	0	0	0	0	0
OTU6173	0	0	0	0	0	0	0	0
OTU6174	0	0	0	0	0	0	0	0
OTU6175	0	0	0	0	0	0	0	0
OTU6176	0	0	0	0	0	0	0	0
OTU6177	0	0	0	0	0	0	0	0
OTU6178	0	0	0	0	0	0	0	0
OTU6179	0	0	0	0	0	0	0	0
OTU6180	0	0	0	0	0	0	0	0
OTU6181	0	0	0	0	0	0	0	0
OTU6182	0	0	0	0	0	0	0	0
OTU6183	0	0	0	0	0	0	0	0
OTU6184	0	0	0	0	0	0	0	0
OTU6185	0	0	0	0	0	0	0	0
OTU6186	0	0	0	0	0	0	0	0
OTU6187	0	0	0	0	0	0	0	0
OTU6188	0	0	0	0	0	0	0	0
OTU6189	0	0	0	0	0	0	0	0
OTU6190	0	0	0	0	0	0	0	0
OTU6191	0	0	0	0	0	0	0	0
OTU6192	0	0	0	0	0	0	0	0
OTU6193	0	0	0	0	0	0	0	0
OTU6194	0	0	0	0	0	0	0	0
OTU6195	0	0	0	0	0	0	0	0
OTU6196	0	0	0	0	0	0	0	0
OTU6197	0	0	0	0	0	0	0	0
OTU6198	0	0	0	0	0	0	0	0
OTU6199	0	0	0	0	0	0	0	0
OTU6200	0	0	0	0	0	0	0	0
OTU6201	0	0	0	0	0	0	0	0
OTU6202	0	0	0	0	0	0	0	0
OTU6203	0	0	0	0	0	0	0	0
OTU6204	0	0	0	0	0	0	0	0
OTU6205	0	0	0	0	0	0	0	0
OTU6206	0	0	0	0	0	0	0	0
OTU6207	0	0	0	0	0	0	0	0
OTU6208	0	0	0	0	0	0	0	0
OTU6209	0	0	0	0	0	0	0	0
OTU6210	0	0	0	0	0	0	0	0
OTU6211	0	0	0	0	0	0	0	0
OTU6212	0	0	0	0	0	0	0	0
OTU6213	0	0	0	0	0	0	0	0
OTU6214	0	0	0	0	0	0	0	0
OTU6215	0	0	0	0	0	0	0	0
OTU6216	0	0	0	0	0	0	0	0
OTU6217	0	0	0	0	0	0	0	0
OTU6218	0	0	0	0	0	0	0	0
OTU6219	0	0	0	0	0	0	0	0
OTU6220	0	0	0	0	0	0	0	0
OTU6221	0	0	0	0	0	0	0	0
OTU6222	0	0	0	0	0	0	0	0
OTU6223	0	0	0	0	0	0	0	0
OTU6224	0	0	0	0	0	0	0	0
OTU6225	0	0	0	0	0	0	0	0
OTU6226	0	0	0	0	0	0	0	0
OTU6227	0	0	0	0	0	0	0	0
OTU6228	0	0	0	0	0	0	0	0
OTU6229	0	0	0	0	0	0	0	0
OTU6230	0	0	0	0	0	0	0	0
OTU6231	0	0	0	0	0	0	0	0
OTU6232	0	0	0	0	0	0	0	0
OTU6233	0	0	0	0	0	0	0	0
OTU6234	0	0	0	0	0	0	0	0
OTU6235	0	0	0	0	0	0	0	0
OTU6236	0	0	0	0	0	0	0	0
OTU6237	0	0	0	0	0	0	0	0
OTU6238	0	0	0	0	0	0	0	0
OTU6239	0	0	0	0	0	0	0	0
OTU6240	0	0	0	0	0	0	0	0
OTU6241	0	0	0	0	0	0	0	0
OTU6242	0	0	0	0	0	0	0	0
OTU6243	0	0	0	0	0	0	0	0
OTU6244	0	0	0	0	0	0	0	0
OTU6245	0	0	0	0	0	0	0	0
OTU6246	0	0	0	0	0	0	0	0
OTU6247	0	0	0	0	0	0	0	0
OTU6248	0	0	0	0	0	0	0	0
OTU6249	0	0	0	0	0	0	0	0
OTU6250	0	0	0	0	0	0	0	0
OTU6251	0	0	0	0	0	0	0	0
OTU6252	0	0	0	0	0	0	0	0
OTU6253	0	0	0	0	0	0	0	0
OTU6254	0	0	0	0	0	0	0	0
OTU6255	0	0	0	0	0	0	0	0
OTU6256	0	0	0	0	0	0	0	0
OTU6257	0	0	0	0	0	0	0	0
OTU6258	0	0	0	0	0	0	0	0
OTU6259	0	0	0	0	0	0	0	0
OTU6260	0	0	0	0	0	0	0	0
OTU6261	0	0	0	0	0	0	0	0
OTU6262	0	0	0	0	0	0	0	0
OTU6263	0	0	0	0	0	0	0	0
OTU6264	0	0	0	0	0	0	0	0
OTU6265	0	0	0	0	0	0	0	0
OTU6266	0	0	0	0	0	0	0	0
OTU6267	0	0	0	0	0	0	0	0
OTU6268	0	0	0	0	0	0	0	0
OTU6269	0	0	0	0	0	0	0	0
OTU6270	0	0	0	0	0	0	0	0
OTU6271	0	0	0	0	0	0	0	0
OTU6272	0	0	0	0	0	0	0	0
OTU6273	0	0	0	0	0	0	0	0
OTU6274	0	0	0	0	0	0	0	0
OTU6275	0	0	0	0	0	0	0	0
OTU6276	0	0	0	0	0	0	0	0
OTU6277	0	0	0	0	0	0	0	0
OTU6278	0	0	0	0	0	0	0	0
OTU6279	0	0	0	0	0	0	0	0
OTU6280	0	0	0	0	0	0	0	0
OTU6281	0	0	0	0	0	0	0	0
OTU6282	0	0	0	0	0	0	0	0
OTU6283	0	0	0	0	0	0	0	0
OTU6284	0	0	0	0	0	0	0	0
OTU6285	0	0	0	0	0	0	0	0
OTU6286	0	0	0	0	0	0	0	0
OTU6287	0	0	0	0	0	0	0	0
OTU6288	0	0	0	0	0	0	0	0
OTU6289	0	0	0	0	0	0	0	0
OTU6290	0	0	0	0	0	0	0	0
OTU6291	0	0	0	0	0	0	0	0
OTU6292	0	0	0	0	0	0	0	0
OTU6293	0	0	0	0	0	0	0	0
OTU6294	0	0	0	0	0	0	0	0
OTU6295	0	0	0	0	0	0	0	0
OTU6296	0	0	0	0	0	0	0	0
OTU6297	0	0	0	0	0	0	0	0
OTU6298	0	0	0	0	0	0	0	0
OTU6299	0	0	0	0	0	0	0	0
OTU6300	0	0	0	0	0	0	0	0
OTU6301	0	0	0	0	0	0	0	0
OTU6302	0	0	0	0	0	0	0	0
OTU6303	0	0	0	0	0	0	0	0
OTU6304	0	0	0	0	0	0	0	0
OTU6305	0	0	0	0	0	0	0	0
OTU6306	0	0	0	0	0	0	0	0
OTU6307	0	0	0	0	0	0	0	0
OTU6308	0	0	0	0	0	0	0	0
OTU6309	0	0	0	0	0	0	0	0
OTU6310	0	0	0	0	0	0	0	0
OTU6311	0	0	0	0	0	0	0	0
OTU6312	0	0	0	0	0	0	0	0
OTU6313	0	0	0	0	0	0	0	0
OTU6314	0	0	0	0	0	0	0	0
OTU6315	0	0	0	0	0	0	0	0
OTU6316	0	0	0	0	0	0	0	0
OTU6317	0	0	0	0	0	0	0	0
OTU6318	0	0	0	0	0	0	0	0
OTU6319	0	0	0	0	0	0	0	0
OTU6320	0	0	0	0	0	0	0	0
OTU6321	0	0	0	0	0	0	0	0
OTU6322	0	0	0	0	0	0	0	0
OTU6323	0	0	0	0	0	0	0	0
OTU6324	0	0	0	0	0	0	0	0
OTU6325	0	0	0	0	0	0	0	0
OTU6326	0	0	0	0	0	0	0	0
OTU6327	0	0	0	0	0	0	0	0
OTU6328	0	0	0	0	0	0	0	0
OTU6329	0	0	0	0	0	0	0	0
OTU6330	0	0	0	0	0	0	0	0
OTU6331	0	0	0	0	0	0	0	0
OTU6332	0	0	0	0	0	0	0	0
OTU6333	0	0	0	0	0	0	0	0
OTU6334	0	0	0	0	0	0	0	0
OTU6335	0	0	0	0	0	0	0	0
OTU6336	0	0	0	0	0	0	0	0
OTU6337	0	0	0	0	0	0	0	0
OTU6338	0	0	0	0	0	0	0	0
OTU6339	0	0	0	0	0	0	0	0
OTU6340	0	0	0	0	0	0	0	0
OTU6341	0	0	0	0	0	0	0	0
OTU6342	0	0	0	0	0	0	0	0
OTU6343	0	0	0	0	0	0	0	0
OTU6344	0	0	0	0	0	0	0	0
OTU6345	0	0	0	0	0	0	0	0
OTU6346	0	0	0	0	0	0	0	0
OTU6347	0	0	0	0	0	0	0	0
OTU6348	0	0	0	0	0	0	0	0
OTU6349	0	0	0	0	0	0	0	0
OTU6350	0	0	0	0	0	0	0	0
OTU6351	0	0	0	0	0	0	0	0
OTU6352	0	0	0	0	0	0	0	0
OTU6353	0	0	0	0	0	0	0	0
OTU6354	0	0	0	0	0	0	0	0
OTU6355	0	0	0	0	0	0	0	0
OTU6356	0	0	0	0	0	0	0	0
OTU6357	0	0	0	0	0	0	0	0
OTU6358	0	0	0	0	0	0	0	0
OTU6359	0	0	0	0	0	0	0	0
OTU6360	0	0	0	0	0	0	0	0
OTU6361	0	0	0	0	0	0	0	0
OTU6362	0	0	0	0	0	0	0	0
OTU6363	0	0	0	0	0	0	0	0
OTU6364	0	0	0	0	0	0	0	0
OTU6365	0	0	0	0	0	0	0	0
OTU6366	0	0	0	0	0	0	0	0
OTU6367	0	0	0	0	0	0	0	0
OTU6368	0	0	0	0	0	0	0	0
OTU6369	0	0	0	0	0	0	0	0
OTU6370	0	0	0	0	0	0	0	0
OTU6371	0	0	0	0	0	0	0	0
OTU6372	0	0	0	0	0	0	0	0
OTU6373	0	0	0	0	0	0	0	0
OTU6374	0	0	0	0	0	0	0	0
OTU6375	0	0	0	0	0	0	0	0
OTU6376	0	0	0	0	0	0	0	0
OTU6377	0	0	0	0	0	0	0	0
OTU6378	0	0	0	0	0	0	0	0
OTU6379	0	0	0	0	0	0	0	0
OTU6380	0	0	0	0	0	0	0	0
OTU6381	0	0	0	0	0	0	0	0
OTU6382	0	0	0	0	0	0	0	0
OTU6383	0	0	0	0	0	0	0	0
OTU6384	0	0	0	0	0	0	0	0
OTU6385	0	0	0	0	0	0	0	0
OTU6386	0	0	0	0	0	0	0	0
OTU6387	0	0	0	0	0	0	0	0
OTU6388	0	0	0	0	0	0	0	0
OTU6389	0	0	0	0	0	0	0	0
OTU6390	0	0	0	0	0	0	0	0
OTU6391	0	0	0	0	0	0	0	0
OTU6392	0	0	0	0	0	0	0	0
OTU6393	0	0	0	0	0	0	0	0
OTU6394	0	0	0	0	0	0	0	0
OTU6395	0	0	0	0	0	0	0	0
OTU6396	0	0	0	0	0	0	0	0
OTU6397	0	0	0	0	0	0	0	0
OTU6398	0	0	0	0	0	0	0	0
OTU6399	0	0	0	0	0	0	0	0
OTU6400	0	0	0	0	0	0	0	0
OTU6401	0	0	0	0	0	0	0	0
OTU6402	0	0	0	0	0	0	0	0
OTU6403	0	0	0	0	0	0	0	0
OTU6404	0	0	0	0	0	0	0	0
OTU6405	0	0	0	0	0	0	0	0
OTU6406	0	0	0	0	0	0	0	0
OTU6407	0	0	0	0	0	0	0	0
OTU6408	0	0	0	0	0	0	0	0
OTU6409	0	0	0	0	0	0	0	0
OTU6410	0	0	0	0	0	0	0	0
OTU6411	0	0	0	0	0	0	0	0
OTU6412	0	0	0	0	0	0	0	0
OTU6413	0	0	0	0	0	0	0	0
OTU6414	0	0	0	0	0	0	0	0
OTU6415	0	0	0	0	0	0	0	0
OTU6416	0	0	0	0	0	0	0	0
OTU6417	0	0	0	0	0	0	0	0
OTU6418	0	0	0	0	0	0	0	0
OTU6419	0	0	0	0	0	0	0	0
OTU6420	0	0	0	0	0	0	0	0
OTU6421	0	0	0	0	0	0	0	0
OTU6422	0	0	0	0	0	0	0	0
OTU6423	0	0	0	0	0	0	0	0
OTU6424	0	0	0	0	0	0	0	0
OTU6425	0	0	0	0	0	0	0	0
OTU6426	0	0	0	0	0	0	0	0
